siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,latitude,longitude
5574736,12,557473600012,O,,NN,,,2019-11-14T14:00:39,True,1,,,,LD,LE POTEAU VERT,44460,SAINT-NICOLAS-DE-REDON,,,44185,,,,,,,,,,,,,,,,,,,1988-03-31,F,,,,,67.01,NAP,N,47.613897,-2.040288
5574793,13,557479300013,O,1955-01-01,NN,,,2019-11-14T14:00:39,True,1,,6.0,,RUE,DE LA VILLE HALLUARD,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,70.2C,NAF1993,N,47.284657,-2.203814
5574942,16,557494200016,O,,,,,,True,1,,,,RUE,SAINT MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,47.327532,-2.4284
5574975,16,557497500016,O,,,,,,True,1,,,,AV,DE SAINT SEBASTIEN,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,47.258975,-2.332542
5575170,13,557517000013,O,,NN,,,,True,1,,,,LD,LE PONT D ARMES,44410,ASSERAC,,,44006,,,,,,,,,,,,,,,,,,,1982-12-29,F,,,,,81.21,NAP,N,47.411185,-2.398453
5575188,15,557518800015,O,,,,,,True,1,,,,,SAINT EMILIEN,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N,47.433764,-1.711804
5575246,11,557524600011,O,,NN,,,,True,1,,21.0,,RUE,DE L EGLISE,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,1988-02-05,F,,,,,81.21,NAP,N,47.3603,-1.9444
5575360,10,557536000010,O,,,,,2019-11-14T14:00:38,True,1,,,,AV,DE JOYEUSE RD192,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,60.10,NAP,N,47.283213,-2.411817
5575386,15,557538600015,O,,,,,2019-11-14T14:00:39,True,1,,,,BD,VICTOR HUGO,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.44,NAP,N,47.278317,-2.217175
5575485,15,557548500015,O,1900-01-01,,,,2006-12-15T00:14:43,False,3,,,,LD,QUIMIAC,44420,MESQUER,,,44097,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,50.5Z,NAF1993,N,47.4033,-2.487146
5575485,23,557548500023,O,1992-03-31,NN,,,,True,3,QUIMIAC,,,BD,DE L'OCEC,44420,MESQUER,,,44097,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,70.2A,NAF1993,N,47.408605,-2.48801
5575501,19,557550100019,O,,NN,,,,True,1,,59.0,,RUE,JEAN JAURES,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N,47.21241,-1.721814
5575535,17,557553500017,O,,,,,2019-11-14T14:00:38,True,1,,,,RUE,DE LA PAIX,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.50,NAP,N,47.275724,-1.781068
5575543,11,557554300011,O,,NN,,,2019-11-14T14:00:38,True,1,,,,BD,HENNECART,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,47.281896,-2.3926
5575741,11,557574100011,O,,,,,,True,1,,,,,BOURG,44530,GUENROUET,,,44068,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N,47.475029,-1.967696
5575832,18,557583200018,O,,,,,2019-11-14T14:00:39,True,1,,,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.06,NAP,N,47.275829,-2.21304
5575899,17,557589900017,O,,,,,2019-11-14T14:00:39,True,1,,,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,47.275999,-2.213349
5575907,18,557590700018,O,,NN,,,,True,1,,,,,BOURG,44750,QUILLY,,,44139,,,,,,,,,,,,,,,,,,,,F,,,,,57.06,NAP,N,47.454892,-1.920376
5576053,10,557605300010,O,,NN,,,2019-11-14T14:00:39,True,1,,11.0,,RUE,GABRIEL PERI,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N,47.28321,-2.207338
5576145,14,557614500014,O,,NN,,,2019-11-14T14:00:39,True,1,,36.0,,RUE,RENE GUILLOUZO,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1995-05-09,F,,,,,70.2C,NAF1993,N,47.281185,-2.213379
5576160,13,557616000013,O,1955-01-01,NN,,,2019-11-14T14:00:39,True,1,,36.0,,AV,DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1999-03-30,F,,,,,70.2C,NAF1993,N,47.274013,-2.210721
5576178,15,557617800015,O,,,,,2019-11-14T14:00:38,True,1,,,,AV,JULES VERNE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,47.274133,-2.347278
5576186,18,557618600018,O,,NN,,,,True,1,,2.0,,RUE,DU CLOS DU BOIS,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1995-03-31,F,,,,,55.4B,NAF1993,N,47.437267,-2.099712
5576194,12,557619400012,O,,,,,2019-11-14T14:00:38,True,1,,,,,BOURG,44117,SAINT-ANDRE-DES-EAUX,,,44151,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,47.311898,-2.307554
5576210,16,557621000016,O,,,,,,True,1,,,,RUE,DE LA MARNE,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N,47.211152,-1.729274
5576236,11,557623600011,O,,NN,,,,True,1,,22.0,,RUE,SAINT MARTIN,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,,F,,,,,64.22,NAP,N,47.318901,-2.073744
5576244,15,557624400015,O,,NN,,,,True,1,,,,LD,LE GOUX,44260,MALVILLE,,,44089,,,,,,,,,,,,,,,,,,,1990-09-29,F,,,,,55.71,NAP,N,47.314743,-1.858481
5576319,15,557631900015,O,,,,,2019-11-14T14:00:39,True,1,,,,AV,DE PENHOET,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,47.290118,-2.19507
5576343,15,557634300015,O,,,,,,True,1,,,,PL,JEAN GUIHARD,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,47.47533,-1.763629
5576376,15,557637600015,O,1900-01-01,NN,,,2019-11-14T14:00:38,True,3,,24.0,,ESP,FRANCOIS ANDRE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1992-07-08,F,,,,,52.4J,NAF1993,N,47.281506,-2.401999
5576699,10,557669900010,O,,,,,2019-11-14T14:00:39,True,1,,,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,47.275027,-2.213271
5576798,10,557679800010,O,,NN,,,2019-11-14T14:00:39,True,1,,78.0,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1988-03-31,F,,,,,64.11,NAP,N,47.280021,-2.213727
5576814,15,557681400015,O,,,,,,True,1,,14.0,,AV,DU VICE AMIRAL HALGAN,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,55.72,NAP,N,47.319453,-2.075029
5576889,17,557688900017,O,,,,,2019-11-14T14:00:39,True,1,,2.0,,BD,ALBERT 1ER,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N,47.26849,-2.216886
5576913,15,557691300015,O,,,,,,True,1,,,,PL,DU CHAMP DE MARS,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.30,NAP,N,47.227162,-1.712606
5576962,12,557696200012,O,,,,,2019-11-14T14:00:39,True,1,,19.0,,RUE,DE NANTES,44360,LE TEMPLE-DE-BRETAGNE,,,44203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,47.327937,-1.790526
5577028,11,557702800011,O,,NN,,,2019-11-14T14:00:38,True,1,,,,,BOURG,44130,FAY-DE-BRETAGNE,,,44056,,,,,,,,,,,,,,,,,,,1991-06-30,F,,,,,21.01,NAP,N,47.381436,-1.756756
5577051,21,557705100021,O,,NN,,,,True,1,,14.0,,BD,OCEANIDES,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1991-03-16,F,,,,,81.11,NAP,N,47.261119,-2.341282
5577119,18,557711900018,O,,,,,2019-11-14T14:00:38,True,1,,,,,L ENFER NEUF,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,1989-05-02,F,,,,,55.60,NAP,N,47.329588,-2.124402
5577143,18,557714300018,O,,,,,2019-11-14T14:00:38,True,1,,,,AV,DES IBIS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.11,NAP,N,47.284841,-2.396142
5577168,15,557716800015,O,,NN,,,2019-11-14T14:00:39,True,1,,61.0,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,47.278677,-2.213346
5577200,16,557720000016,O,,,,,2019-11-14T14:00:38,True,1,,108.0,,RUE,JOLIOT CURIE,44720,SAINT-JOACHIM,,,44168,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.08,NAP,N,47.383481,-2.201167
5577325,29,557732500029,O,1994-01-03,NN,,,2023-07-03T20:36:57,True,4,,32.0,,RUE,SAINT MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,2020-12-25,F,,,,,68.20B,NAFRev2,N,47.327345,-2.427655
5580055,19,558005500019,O,,,,,,True,1,,8.0,,RUE,DELESTAGE,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N,47.277331,-2.431129
5580071,16,558007100016,O,,,,,2019-11-14T14:00:39,True,1,,88.0,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,64.12,NAP,N,47.279029,-2.214302
5580113,32,558011300032,O,1985-03-01,NN,,,2019-11-14T14:00:39,False,5,N°26 AU N°30,30.0,,AV,LEON BLUM,44600,SAINT-NAZAIRE,,BP 167,44184,44603.0,ST NAZAIRE CEDEX,,,,,,,,,,,,,,,,,2018-12-20,F,,,,,68.20A,NAFRev2,O,47.273414,-2.212812
5580113,40,558011300040,O,2018-12-20,01,2021.0,,2023-11-30T10:16:27,True,3,,13.0,,AV,BARBARA,44570,TRIGNAC,,,44210,,,,,,,,,,,,,,,,,,,2022-12-31,A,,,,,68.20A,NAFRev2,O,47.297489,-2.205865
5580121,19,558012100019,O,1900-01-01,NN,,,2019-11-14T14:00:39,False,4,,101.0,,QUAI,DES FREGATES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N,47.276715,-2.199443
5580121,35,558012100035,O,1900-01-01,NN,,,2010-06-17T15:02:22,False,4,,2.0,,RUE,VICTOR FENOUX,29200,BREST,,BP 340,29019,,,,,,,,,,,,,,,,,,,2008-06-03,F,AFO,,,,68.20B,NAFRev2,N,48.385491,-4.47467
5580121,43,558012100043,O,1900-01-01,NN,,,2010-06-17T15:02:22,False,4,,,,BD,STALINGRAD,76120,LE GRAND-QUEVILLY,,,76322,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N,49.411184,1.018004
5580121,68,558012100068,O,1900-01-01,NN,,,2010-06-17T15:02:22,False,4,,,,RUE,EDOUARD LAVOINE,76200,DIEPPE,,,76217,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N,49.923951,1.072868
5580121,100,558012100100,O,1979-12-15,NN,,,2010-06-17T15:02:22,True,4,,15.0,,BD,DE L AMIRAL BRUIX,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,33.15Z,NAFRev2,N,48.875938,2.282056
5580121,126,558012100126,O,1981-01-15,NN,,,2010-06-17T15:02:22,False,4,,,,RUE,BELLOT,76600,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N,49.484985,0.127383
5580121,134,558012100134,O,1983-02-07,NN,,,2010-06-17T15:02:22,False,4,,,,RTE,DES DOCKS FLOTTANTS,59140,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,2008-06-03,F,,,,,68.20B,NAFRev2,N,51.035201,2.372912
5580147,30,558014700030,O,,,,,2019-11-14T14:00:39,True,1,,,,RUE,RENE GUY CADOU,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,69.11,NAP,N,47.286282,-2.203849
5580154,36,558015400036,O,1993-11-23,NN,,,,True,3,,10.0,,RUE,DES USINES,44100,NANTES,,BP 745,44109,,,,,,,,,,,,,,,,,,,1996-11-07,F,,,,,74.1J,NAF1993,N,47.196344,-1.596042
5580204,13,558020400013,O,,NN,,,2019-11-14T14:00:38,True,1,,,,,LA ROCHE,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,,,,,,,,,,,,,,,1999-02-27,F,,,,,70.2C,NAF1993,N,47.273687,-1.825167
5580212,16,558021200016,O,,NN,,,2019-11-14T14:00:39,True,1,,32.0,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,47.276627,-2.212807
5580238,11,558023800011,O,,,,,2019-11-14T14:00:38,True,1,,,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.21,NAP,N,47.282123,-2.392388
5580261,13,558026100013,O,,NN,,,,True,1,,9.0,,RUE,MAURICE SAMBRON,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,81.21,NAP,N,47.43644,-2.090488
5580295,11,558029500011,O,,NN,,,2019-11-14T14:00:38,True,1,,33.0,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,F,,,,,63.3Z,NAFRev1,N,47.282929,-2.392265
5580329,18,558032900018,O,,,,,2019-11-14T14:00:39,True,1,,,,AV,DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,97.12,NAP,N,47.273749,-2.208638
5580345,22,558034500022,O,1983-11-14,NN,,,2008-05-29T12:10:00,False,5,VOIE EXPRESSE,40.0,,BD,DE SAINT NAZAIRE,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,74.90A,NAFRev2,N,47.255373,-2.313192
5580345,30,558034500030,O,2008-01-01,,,,2019-11-14T14:00:39,True,2,ZI DE BRAIS,10.0,,RUE,ANDERS CELSIUS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2012-04-25,F,,,,,74.90A,NAFRev2,N,47.297278,-2.29933
5580436,11,558043600011,O,1955-01-01,NN,,,2019-11-14T14:00:39,False,6,,,,BD,DES APPRENTIS,44600,SAINT-NAZAIRE,,BP 182,44184,44613.0,ST NAZAIRE CEDEX,,,,,,,,,,,,,,,,,2009-12-02,F,,,,,70.22Z,NAFRev2,O,47.294843,-2.186917
5580436,52,558043600052,O,2009-12-02,NN,,,2014-06-13T23:02:06,False,2,,94.0,,BD,FLANDRIN,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2012-07-06,F,,,,,70.22Z,NAFRev2,O,48.87096,2.27605
5580436,60,558043600060,O,2012-07-06,NN,,,2022-01-17T08:33:28,True,2,,,,RUE,SAINT FIACRE,85640,MOUCHAMPS,,,85153,,,,,,,,,,,,,,,,,,,2017-12-31,A,,,,,70.22Z,NAFRev2,N,46.775199,-1.061339
5580469,38,558046900038,O,2002-06-25,NN,,,,True,3,,47.0,,RUE,DE L'UNIVERSITE,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2003-12-15,F,,,,,70.2C,NAFRev1,N,48.858372,2.325868
5580501,12,558050100012,O,1986-12-25,NN,,,2021-08-02T18:49:35,False,5,,,,QUAI,DU COMMERCE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2019-12-31,F,STEF,,,,52.10A,NAFRev2,O,47.274214,-2.202556
5580501,20,558050100020,O,1986-06-01,NN,,,,False,4,,262.0,,BD,SAINT GERMAIN,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,1996-05-01,F,,,,,63.1D,NAF1993,N,48.859352,2.322589
5580501,38,558050100038,O,1989-01-01,NN,,,2010-01-12T16:14:13,False,5,,56.0,,BD,DU DOYENNE,49100,ANGERS,,,49007,,,,,,,,,,,,,,,,,,,2009-12-31,F,STEF,,,,52.10A,NAFRev2,O,47.488403,-0.536149
5580501,46,558050100046,O,1996-05-01,NN,,,2021-09-23T09:24:35,True,4,,93.0,,BD,MALESHERBES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2021-07-26,A,,,,,66.30Z,NAFRev2,O,48.878542,2.315056
5580527,17,558052700017,O,,,,,,True,1,,,,RTE,DE NANTES,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1986-12-04,F,,,,,25.03,NAP,N,47.436812,-2.087869
5580600,12,558060000012,O,,NN,,,2019-11-14T14:00:39,True,1,,84.0,,RUE,DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N,47.276798,-2.224688
5580618,22,558061800022,O,1985-04-15,NN,,,2012-05-05T00:05:27,True,5,LE PARC SAVARY,,,,BREHADOUR,44350,GUERANDE,,BP 21,44069,,,,,,,,,,,,,,,,,,,2010-09-21,F,,,,,58.14Z,NAFRev2,O,47.339641,-2.419272
5580618,30,558061800030,O,1997-12-31,NN,,,2019-11-14T14:00:39,False,4,,52.0,,RUE,D ANJOU,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2010-09-21,F,,,,,58.14Z,NAFRev2,O,47.276876,-2.210032
5580642,14,558064200014,O,,NN,,,,True,1,,,,,LE CALVAIRE,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,67.04,NAP,N,47.438296,-2.136704
5580683,18,558068300018,O,1972-01-01,NN,,,2019-11-14T14:00:38,False,4,139-147,3.0,,AV,SAINT SAENS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2015-04-14,F,,,,,55.10Z,NAFRev2,N,47.279333,-2.372871
5580683,26,558068300026,O,2015-04-14,,,,2018-04-12T03:53:25,True,1,139-147,139.0,,RUE,PAUL VAILLANT COUTURIER,92240,MALAKOFF,,,92046,,,,,,,,,,,,,,,,,,,2015-04-14,F,,,,,55.10Z,NAFRev2,N,48.817344,2.291509
5580766,11,558076600011,O,,,,,2019-11-14T14:00:39,True,1,,,,RUE,JEAN GUTENBERG,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N,47.28109,-2.232417
5580782,18,558078200018,O,,,,,,True,1,,31.0,,PL,DE L HOTEL DE VILLE,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,1992-09-30,F,,,,,52.6E,NAF1993,N,47.359176,-1.943694
5580824,18,558082400018,O,,,,,2019-11-14T14:00:39,True,1,,,,RUE,LA CROIX AMISSE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.09,NAP,N,47.290718,-2.204339
5610043,19,561004300019,O,,,,,,True,1,,,,,,80370,HIERMONT,,,80440,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N,50.195882,2.076193
5610142,19,561014200019,O,,NN,,,,True,1,,,,,,80210,CHEPY,,,80190,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,67.01,NAP,N,50.065289,1.639929
5610175,19,561017500019,O,,NN,,,2019-11-14T14:01:01,True,1,,,,,,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,,F,,,,,56.02,NAP,N,50.131233,1.940802
5610324,13,561032400013,O,,,,,2019-11-14T14:01:00,True,1,,,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,65.06,NAP,N,50.25424,1.885694
5610399,15,561039900015,O,,NN,,,2019-11-14T14:01:00,True,1,,32.0,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,65.02,NAP,N,50.252129,1.885709
5610423,13,561042300013,O,,NN,,,,True,1,,,,,,80150,BOUFFLERS,,,80118,,,,,,,,,,,,,,,,,,,2000-11-12,F,,,,,81.21,NAP,N,50.261486,2.021281
5610746,17,561074600017,O,,NN,,,,True,1,,,,PAS,DES ORMES,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N,50.217263,1.625904
5610761,16,561076100016,O,1956-01-01,NN,,,,True,1,,,,PL,MAX LEJEUNE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2001-01-28,F,,,,,52.6E,NAF1993,N,50.105386,1.83311
5610886,11,561088600011,O,,,,,,True,1,,39.0,,CHS,MARCADE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N,50.111441,1.82887
5610928,11,561092800011,O,,,,,,True,1,,,,,,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,49.964032,1.89614
5610936,14,561093600014,O,,,,,,True,1,,,,,,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,49.964032,1.89614
5610993,23,561099300023,O,,,,,,True,1,,20.0,,RUE,JEAN DE PONTHIEU,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,47.08,NAP,N,50.106881,1.832756
5611009,19,561100900019,O,,NN,,,,True,1,,16.0,,PL,DU GENERAL LECLERC,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1990-01-01,F,,,,,81.21,NAP,N,49.985458,1.561375
5611025,15,561102500015,O,,,,,2019-11-14T14:01:00,True,1,,8.0,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N,50.25424,1.885694
5611066,19,561106600019,O,,NN,,,,True,1,,34.0,,RUE,DE NORMANDIE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1995-06-30,F,,,,,55.4B,NAF1993,N,49.985478,1.553977
5611074,13,561107400013,O,1961-01-01,NN,,,2008-01-04T17:54:13,True,3,,88.0,,FG,SUR SOMME,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.42Z,NAFRev2,N,50.09102,1.820872
5611215,12,561121500012,O,,,,,2019-11-14T14:01:01,True,1,,39.0,,RUE,DU GENERAL DE GAULLE,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,1993-07-20,F,,,,,52.4Y,NAF1993,N,50.130987,1.941897
5611223,16,561122300016,O,,,,,,True,1,,,,CHE,BARRE DE LA MER,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.44,NAP,N,50.2259,1.617949
5611389,15,561138900015,O,,,,,2019-11-14T14:01:00,True,1,,,,,,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N,50.340457,1.565907
5611462,10,561146200010,O,,NN,,,2019-11-14T14:01:01,True,1,,,,,,80150,MAISON-PONTHIEU,,,80501,,,,,,,,,,,,,,,,,,,1993-08-24,F,,,,,81.21,NAP,N,50.208353,2.044515
5611744,11,561174400011,O,,NN,,,,True,1,,2.0,,AV,DU CHATEAU D EAU,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,64.11,NAP,N,50.219453,1.630056
5611751,16,561175100016,O,,,,,2019-11-14T14:01:00,True,1,,67.0,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,1987-07-14,F,,,,,64.43,NAP,N,50.25424,1.885694
5611827,14,561182700014,O,1956-01-01,NN,,,2006-10-26T23:33:49,True,3,,19.0,,RUE,DE LA VALLEE,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,2004-09-30,F,,,,,70.2C,NAFRev1,N,50.119626,1.722337
5611926,14,561192600014,O,1956-01-01,NN,,,,True,3,,17.0,,RUE,DE L ABREUVOIR,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,70.2C,NAF1993,N,50.097374,1.840234
5612056,19,561205600019,O,,,,,,True,1,,28.0,,RUE,MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1990-11-01,F,,,,,64.25,NAP,N,50.105082,1.834371
5612106,20,561210600020,O,,NN,,,2019-11-14T14:01:01,True,1,,1.0,,RUE,DES PATISSIERS,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N,50.012973,1.993133
5612114,16,561211400016,O,,NN,,,2019-11-14T14:01:00,True,1,,,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N,50.25424,1.885694
