siren,siret,adresse,postcode,city,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
5473442,547344200019, RTE DE LA COTE D AMOUR,44600,SAINT-NAZAIRE,47.262074,-2.23999,19 Route de la Côte d'Amour 44600 Saint-Nazaire,0.6710731468531468,,housenumber,44184_1325_00019,19,19 Route de la Côte d'Amour,Route de la Côte d'Amour,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5473822,547382200038, IMP STE ELISABETH,44260,SAVENAY,47.359776,-1.944371,Impasse  Sainte-Elisabeth 44260 Savenay,0.4696551515151514,,street,44195_1332,,Impasse  Sainte-Elisabeth,Impasse  Sainte-Elisabeth,44260,Savenay,"44, Loire-Atlantique, Pays de la Loire",44195,,,,ok
5473921,547392100012,88 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,47.281797,-2.211405,88 Avenue de la République 44600 Saint-Nazaire,0.6105362957937585,,housenumber,44184_5330_00088,88,88 Avenue de la République,Avenue de la République,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5473939,547393900014, RUE DU TRAICT,44490,LE CROISIC,47.292105,-2.509353,14 Rue du Traict 44490 Le Croisic,0.6321490909090909,0.3983252037617555,housenumber,44049_vosx1m_00014,14,14 Rue du Traict,Rue du Traict,44490,Le Croisic,"44, Loire-Atlantique, Pays de la Loire",44049,,,,ok
5473988,547398800011, Q ST PIERRE,44420,LA TURBALLE,47.347615,-2.511252,Quai Saint-Pierre 44420 La Turballe,0.46114940988835723,0.3461062295081967,street,44211_1060,,Quai Saint-Pierre,Quai Saint-Pierre,44420,La Turballe,"44, Loire-Atlantique, Pays de la Loire",44211,,,,ok
5474200,547420000010, AV DE LA MONNERAYE,44410,HERBIGNAC,47.449207,-2.315479,10 Avenue de la Monneraye 44410 Herbignac,0.592032126348228,,housenumber,44072_xsxqxt_00010,10,10 Avenue de la Monneraye,Avenue de la Monneraye,44410,Herbignac,"44, Loire-Atlantique, Pays de la Loire",44072,,,,ok
5474440,547444000012,31 BD DE LA LIBERATION,44360,SAINT-ETIENNE-DE-MONTLUC,47.278129,-1.782428,31 Boulevard de la Libération 44360 Saint-Étienne-de-Montluc,0.6248187542087542,,housenumber,44158_0920_00031,31,31 Boulevard de la Libération,Boulevard de la Libération,44360,Saint-Étienne-de-Montluc,"44, Loire-Atlantique, Pays de la Loire",44158,,,,ok
5474481,547448100016,71 AV ALBERT DE MUN,44600,SAINT-NAZAIRE,47.27874,-2.213851,71 Avenue Albert de Mun 44600 Saint-Nazaire,0.592210909090909,,housenumber,44184_0060_00071,71,71 Avenue Albert de Mun,Avenue Albert de Mun,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5474507,547450700018, ALL DES PETRELS,44500,LA BAULE-ESCOUBLAC,47.284874,-2.395988,Avenue des Pétrels 44500 La Baule-Escoublac,0.5496386776859503,,street,44055_ywqrnn,,Avenue des Pétrels,Avenue des Pétrels,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
5474564,547456400019, BD DE LA LIBERATION,44220,COUERON,47.21544,-1.68035,19 Boulevard de la Libération 44220 Couëron,0.571850953800298,0.50253,housenumber,44047_1356_00019,19,19 Boulevard de la Libération,Boulevard de la Libération,44220,Couëron,"44, Loire-Atlantique, Pays de la Loire",44047,,,,ok
5474598,547459800017,8 AV DES PINS,44380,PORNICHET,47.246998,-2.317143,Avenue des Pins 44380 Pornichet,0.4755026936026936,0.3866027807486631,street,44132_1170,,Avenue des Pins,Avenue des Pins,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,,ok
5474630,547463000018,32 AV DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,47.273966,-2.210349,32 Avenue du Général De Gaulle 44600 Saint-Nazaire,0.6299757362355952,,housenumber,44184_2457_00032,32,32 Avenue du Général De Gaulle,Avenue du Général De Gaulle,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5474747,547474700010, LD LE DRESNY,44630,PLESSE,47.579193,-1.963632,le Clos du Dresny 44630 Plessé,0.40300219554030875,0.3906371717171717,street,44128_lzs7le,,le Clos du Dresny,le Clos du Dresny,44630,Plessé,"44, Loire-Atlantique, Pays de la Loire",44128,,,,ok
5474770,547477000012, RUE DE TRIGNAC,44600,SAINT-NAZAIRE,47.29056,-2.19462,12 Rue de Trignac 44600 Saint-Nazaire,0.6762996969696968,0.5186960606060607,housenumber,44184_5740_00012,12,12 Rue de Trignac,Rue de Trignac,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5474945,547494500010, RTE ROUTE DE ST GILDAS,44530,GUENROUET,47.518874,-2.039542,10 Route de Redon 44530 Saint-Gildas-des-Bois,0.3754790909090909,0.3538612121212121,housenumber,44161_0360_00010,10,10 Route de Redon,Route de Redon,44530,Saint-Gildas-des-Bois,"44, Loire-Atlantique, Pays de la Loire",44161,,,,ok
5474960,547496000019,86 RUE JEAN GUTENBERG,44600,SAINT-NAZAIRE,47.281009,-2.231985,86 Rue Jean Gutenberg 44600 Saint-Nazaire,0.663658822652757,,housenumber,44184_3330_00086,86,86 Rue Jean Gutenberg,Rue Jean Gutenberg,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5475215,547521500017, LD LANCE,44630,PLESSE,47.537754,-1.926151,Lancé 44630 Plessé,0.4245083148558758,0.3168220979020979,street,44128_26hvke,,Lancé,Lancé,44630,Plessé,"44, Loire-Atlantique, Pays de la Loire",44128,,,,ok
5475314,547531400018,1 RUE DE LA GARE,44510,LE POULIGUEN,47.280192,-2.430936,Rue de la Gare 44510 Le Pouliguen,0.5801756198347107,0.5112578787878788,street,44135_0505,,Rue de la Gare,Rue de la Gare,44510,Le Pouliguen,"44, Loire-Atlantique, Pays de la Loire",44135,,,,ok
5480066,548006600124,7 RTE DE POMPIERRE,44100,NANTES,47.196053,-1.615765,7 Route de Pompierre 44100 Nantes,0.5525445791245791,,housenumber,44109_6748_00007,7,7 Route de Pompierre,Route de Pompierre,44100,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,,ok
5480082,548008200014, DISSIGNAC,44600,SAINT-NAZAIRE,47.273791,-2.282296,Dissignac 44600 Saint-Nazaire,0.5684796103896104,0.5283426634768741,locality,44184_tu5g53,,Dissignac,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5480165,548016500017, AV DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,47.2822,-2.392377,17 Avenue du Général De Gaulle 44500 La Baule-Escoublac,0.6721571606475716,,housenumber,44055_1380_00017,17,17 Avenue du Général De Gaulle,Avenue du Général De Gaulle,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
5480231,548023100017,220 AV MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC,47.286438,-2.39327,220 Avenue du Maréchal de Lattre de tassigny 44500 La Baule-Escoublac,0.6197928282828282,,housenumber,44055_2290_00220,220,220 Avenue du Maréchal de Lattre de tassigny,Avenue du Maréchal de Lattre de tassigny,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
5480256,548025600014,6 RUE DU POULIGUEN,44740,BATZ-SUR-MER,47.271178,-2.444482,6 Rue du Poulgot 44740 Batz-sur-Mer,0.49206025335320414,0.4694853958944281,housenumber,44010_1632_00006,6,6 Rue du Poulgot,Rue du Poulgot,44740,Batz-sur-Mer,"44, Loire-Atlantique, Pays de la Loire",44010,,,,ok
5480546,548054600018, LENIPHEN,44350,GUERANDE,47.288711,-2.438898,Leniphen 44350 Guérande,0.517551733615222,0.4233275324675324,street,44069_9zagz0,,Leniphen,Leniphen,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,,ok
5480546,548054600059,322 BD JEAN JACQUES BOSC,33130,BEGLES,44.814737,-0.552644,322 Boulevard Jean-Jacques Bosc 33130 Bègles,0.5497950349650349,,housenumber,33039_1110_00322,322,322 Boulevard Jean-Jacques Bosc,Boulevard Jean-Jacques Bosc,33130,Bègles,"33, Gironde, Nouvelle-Aquitaine",33039,,,,ok
5480546,548054600067, MONTCOUPOT,51210,MONTMIRAIL,48.883751,3.525664,Montcoupot 51210 Montmirail,0.5382286266924564,,locality,51380_d17dzx,,Montcoupot,,51210,Montmirail,"51, Marne, Grand Est",51380,,,,ok
5510037,551003700012,1 RUE HOHON,80510,LONG,50.039913,1.980219,1 Rue Hotton 80510 Long,0.420000202020202,0.33439601113172535,housenumber,80486_0440_00001,1,1 Rue Hotton,Rue Hotton,80510,Long,"80, Somme, Hauts-de-France",80486,,,,ok
5510060,551006000014,2 RTE DE FEUQUIERES,80210,TOURS-EN-VIMEU,50.033607,1.672004,2 Route de Feuquieres 80210 Tours-en-Vimeu,0.5800832756132756,0.5108525096030729,housenumber,80765_0242_00002,2,2 Route de Feuquieres,Route de Feuquieres,80210,Tours-en-Vimeu,"80, Somme, Hauts-de-France",80765,,,,ok
5510086,551008600019,,80150,CANCHY,50.186673,1.879133,Canchy,0.33401454545454545,0.2963948018648018,municipality,80167,,Canchy,,80150,Canchy,"80, Somme, Hauts-de-France",80167,,,,ok
5510102,551010200014,142 CHS MARCADE,80100,ABBEVILLE,50.111441,1.82887,Chaussée Marcadé 80100 Abbeville,0.44048191222570526,,street,80001_1240,,Chaussée Marcadé,Chaussée Marcadé,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5510326,551032600019,,80135,SAINT-RIQUIER,50.131233,1.940802,Saint-Riquier,0.4470358741258741,0.402610303030303,municipality,80716,,Saint-Riquier,,80135,Saint-Riquier,"80, Somme, Hauts-de-France",80716,,,,ok
5510367,551036700013, HAM DE BELLEFONTAINE,80490,BAILLEUL,50.029133,1.851353,Rue de Bellifontaine 80490 Bailleul,0.4700184848484848,0.41415962566844916,street,80051_w7n1aj,,Rue de Bellifontaine,Rue de Bellifontaine,80490,Bailleul,"80, Somme, Hauts-de-France",80051,,,,ok
5510490,551049000013,,80120,QUEND,50.325296,1.599266,Quend,0.32075422287390026,0.29378727272727273,municipality,80649,,Quend,,80120,Quend,"80, Somme, Hauts-de-France",80649,,,,ok
5510508,551050800020, RUE DU 11 NOVEMBRE,80220,GAMACHES,49.988588,1.567608,20 Rue du 11 Novembre 80220 Gamaches,0.6494994168096054,,housenumber,80373_0680_00020,20,20 Rue du 11 Novembre,Rue du 11 Novembre,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
5510532,551053200053,691 RUE D ABBEVILLE,80000,AMIENS,49.91196,2.242326,691 Rue d'Abbeville 80000 Amiens,0.6189253146853146,0.42909888357256776,housenumber,80021_0050_00691,691,691 Rue d'Abbeville,Rue d'Abbeville,80000,Amiens,"80, Somme, Hauts-de-France",80021,,,,ok
5510623,551062300027,7 RUE SAINT ANTOINE,80510,LONG,50.039581,1.979771,7 Rue Saint-Antoine 80510 Long,0.5627336363636363,,housenumber,80486_0580_00007,7,7 Rue Saint-Antoine,Rue Saint-Antoine,80510,Long,"80, Somme, Hauts-de-France",80486,,,,ok
5510631,551063100012,13 RUE ROGER SALENGRO,80210,FEUQUIERES-EN-VIMEU,50.0611,1.611791,13 Rue Roger Salengro 80210 Feuquières-en-Vimeu,0.6726037856173677,,housenumber,80308_0820_00013,13,13 Rue Roger Salengro,Rue Roger Salengro,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
5510722,551072200019,,80135,ONEUX,50.146906,1.976703,Oneux,0.31593876832844575,0.2748288744588745,municipality,80609,,Oneux,,80135,Oneux,"80, Somme, Hauts-de-France",80609,,,,ok
5510854,551085400010, RUE JEAN DE PONTHIEU,80100,ABBEVILLE,50.106642,1.832958,10 Rue Jean de Ponthieu 80100 Abbeville,0.6719058441558441,0.5010547988077496,housenumber,80001_1038_00010,10,10 Rue Jean de Ponthieu,Rue Jean de Ponthieu,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5511027,551102700012,15 RUE DU MARAIS,80120,RUE,50.269721,1.67583,15 Rue du Marais 80120 Rue,0.5415329644268775,0.4214899999999999,housenumber,80688_0740_00015,15,15 Rue du Marais,Rue du Marais,80120,Rue,"80, Somme, Hauts-de-France",80688,,,,ok
5511050,551105000014,8 RTE DE BERCK,80120,FORT-MAHON-PLAGE,50.34135,1.57445,Rue de Berck 80120 Fort-Mahon-Plage,0.5394135285053928,,street,80333_0070,,Rue de Berck,Rue de Berck,80120,Fort-Mahon-Plage,"80, Somme, Hauts-de-France",80333,,,,ok
5511100,551110000017, CHS MARCADE,80100,ABBEVILLE,50.111441,1.82887,Chaussée Marcadé 80100 Abbeville,0.46834676767676764,,street,80001_1240,,Chaussée Marcadé,Chaussée Marcadé,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5511142,551114200019,53 RUE PIERRE CURIE,80210,FEUQUIERES-EN-VIMEU,50.058817,1.597814,53 Rue Pierre Curie 80210 Feuquières-en-Vimeu,0.6635664335664336,,housenumber,80308_0780_00053,53,53 Rue Pierre Curie,Rue Pierre Curie,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
5511167,551116700016,,80150,DOMPIERRE-SUR-AUTHIE,50.295931,1.927096,Dompierre-sur-Authie,0.5166402371541502,0.4634304377104377,municipality,80248,,Dompierre-sur-Authie,,80150,Dompierre-sur-Authie,"80, Somme, Hauts-de-France",80248,,,,ok
5511183,551118300021,41 RUE DU LIEUTENANT CARON,80100,ABBEVILLE,50.111866,1.843973,41 Rue du Lieutenant Caron 80100 Abbeville,0.6618357478005865,,housenumber,80001_1150_00041,41,41 Rue du Lieutenant Caron,Rue du Lieutenant Caron,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5511225,551122500012, RUE DE L EGLISE,80132,CAMBRON,50.111131,1.769986,Rue de l'Eglise 80132 Cambron,0.5559687012987012,0.5088831986531985,street,80163_0065,,Rue de l'Eglise,Rue de l'Eglise,80132,Cambron,"80, Somme, Hauts-de-France",80163,,,,ok
5511357,551135700013,27 RUE MARECHAL FOCH,80100,ABBEVILLE,50.104907,1.835153,27 Rue du Maréchal Foch 80100 Abbeville,0.5997866718027733,,housenumber,80001_1260_00027,27,27 Rue du Maréchal Foch,Rue du Maréchal Foch,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5511415,551141500019,11 RUE DE LA REPUBLIQUE,80510,LONGPRE-LES-CORPS-SAINTS,50.011171,1.992071,11 Rue de la République 80510 Longpré-les-Corps-Saints,0.6962383783783783,,housenumber,80488_0720_00011,11,11 Rue de la République,Rue de la République,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
5511449,551144900018, RUE JACQUES MALLET,80132,HAUTVILLERS-OUVILLE,50.171386,1.817428,Rue Jacques Mallet 80132 Hautvillers-Ouville,0.6474518181818181,,street,80422_0014,,Rue Jacques Mallet,Rue Jacques Mallet,80132,Hautvillers-Ouville,"80, Somme, Hauts-de-France",80422,,,,ok
5511456,551145600013,62 RUE GRANDE,80220,GAMACHES,50.024543,1.565542,Grande Rue 80220 Buigny-lès-Gamaches,0.408657873651772,0.3878738002980625,street,80148_0060,,Grande Rue,Grande Rue,80220,Buigny-lès-Gamaches,"80, Somme, Hauts-de-France",80148,,,,ok
5511464,551146400017,259 RTE DE ROUEN,80100,ABBEVILLE,50.093342,1.826401,259 Route de Rouen 80100 Abbeville,0.558535041322314,,housenumber,80001_1870_00259,259,259 Route de Rouen,Route de Rouen,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5511472,551147200010,24 RUE SAINT VULFRAN,80100,ABBEVILLE,50.104888,1.830524,24 Rue Saint Vulfran 80100 Abbeville,0.627939090909091,0.5002168109668109,housenumber,80001_2000_00024,24,24 Rue Saint Vulfran,Rue Saint Vulfran,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5511530,551153000015,8 RUE GASTON GARRY,80120,RUE,50.272732,1.675501,8 Rue Gaston Garry 80120 Rue,0.5549281818181818,,housenumber,80688_0540_00008,8,8 Rue Gaston Garry,Rue Gaston Garry,80120,Rue,"80, Somme, Hauts-de-France",80688,,,,ok
5511688,551168800011,33 RUE VASSEUR,80120,QUEND,50.322783,1.550976,33 Avenue Vasseur 80120 Quend,0.45793490196078424,0.3696197615499255,housenumber,80649_0040_00033,33,33 Avenue Vasseur,Avenue Vasseur,80120,Quend,"80, Somme, Hauts-de-France",80649,,,,ok
5511738,551173800014, RUE NOTRE DAME,80135,SAINT-RIQUIER,50.132275,1.948595,14 Rue Notre-Dame 80135 Saint-Riquier,0.6531415151515151,,housenumber,80716_0480_00014,14,14 Rue Notre-Dame,Rue Notre-Dame,80135,Saint-Riquier,"80, Somme, Hauts-de-France",80716,,,,ok
5511845,551184500017,10 RUE DU GENERAL LECLERC,80550,LE CROTOY,50.214836,1.625686,10 Rue General Leclerc 80550 Le Crotoy,0.5992112518628911,,housenumber,80228_0470_00010,10,10 Rue General Leclerc,Rue General Leclerc,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
5511944,551194400018,,80570,DARGNIES,50.041611,1.526097,Dargnies,0.3747126737967914,0.3607469696969697,municipality,80235,,Dargnies,,80570,Dargnies,"80, Somme, Hauts-de-France",80235,,,,ok
5512025,551202500015, RUE MARECHAL FOCH,80100,ABBEVILLE,50.105197,1.834691,15 Rue du Maréchal Foch 80100 Abbeville,0.6286772727272727,,housenumber,80001_1260_00015,15,15 Rue du Maréchal Foch,Rue du Maréchal Foch,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5512066,551206600019,3 RUE FERDINAND BUISSON,80210,FEUQUIERES-EN-VIMEU,50.060439,1.607834,3 Rue Ferdinand Buisson 80210 Feuquières-en-Vimeu,0.680102885375494,,housenumber,80308_0440_00003,3,3 Rue Ferdinand Buisson,Rue Ferdinand Buisson,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
5512231,551223100019,,80150,LE BOISLE,50.273004,1.981528,Le Boisle,0.38508363636363635,0.3210408695652174,municipality,80109,,Le Boisle,,80150,Le Boisle,"80, Somme, Hauts-de-France",80109,,,,ok
5512363,551236300010,,80132,LE TITRE,50.188149,1.799459,Le Titre,0.36920085561497323,0.32795983471074375,municipality,80763,,Le Titre,,80132,Le Titre,"80, Somme, Hauts-de-France",80763,,,,ok
5512447,551244700011, RUE ROGER SALENGRO,80210,FEUQUIERES-EN-VIMEU,50.061048,1.61163,11 Rue Roger Salengro 80210 Feuquières-en-Vimeu,0.701860909090909,,housenumber,80308_0820_00011,11,11 Rue Roger Salengro,Rue Roger Salengro,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
5512645,551264500010, RUE DE L EGLISE,80140,HUPPY,50.024031,1.762203,10 Rue de l'Eglise 80140 Huppy,0.6025057059961314,0.4085512794612794,housenumber,80446_0040_00010,10,10 Rue de l'Eglise,Rue de l'Eglise,80140,Huppy,"80, Somme, Hauts-de-France",80446,,,,ok
5512678,551267800011, PL DU MONUMENT,80550,LE CROTOY,50.217219,1.627227,Place du Monuments aux Morts 80550 Le Crotoy,0.4113871900826446,,street,80228_0720,,Place du Monuments aux Morts,Place du Monuments aux Morts,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
5512686,551268600014,8 RUE DE LA PORTE DU PONT,80550,LE CROTOY,50.215138,1.627062,8 Rue Porte du Pont 80550 Le Crotoy,0.5553173174366616,0.42827500745156477,housenumber,80228_0880_00008,8,8 Rue Porte du Pont,Rue Porte du Pont,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
5512710,551271000012,9 RTE D ABBEVILLE,80135,SAINT-RIQUIER,50.127162,1.947843,9 Rue Verte 80135 Saint-Riquier,0.40933073313782986,0.39407609226594303,housenumber,80716_0640_00009,9,9 Rue Verte,Rue Verte,80135,Saint-Riquier,"80, Somme, Hauts-de-France",80716,,,,ok
5512728,551272800014, RUE DE MALADRERIE,80150,YVRENCHEUX,50.181212,2.001916,14 Rue de la Maladrerie 80150 Yvrench,0.5645094258373206,0.3897751117734724,housenumber,80832_0045_00014,14,14 Rue de la Maladrerie,Rue de la Maladrerie,80150,Yvrench,"80, Somme, Hauts-de-France",80832,,,,ok
5515309,551530900010, RUE D ABBEVILLE,80120,QUEND,50.324728,1.547849,10 Rue d’Abbeville 80120 Quend,0.5993266150870405,,housenumber,80649_0020_00010,10,10 Rue d’Abbeville,Rue d’Abbeville,80120,Quend,"80, Somme, Hauts-de-France",80649,,,,ok
5520028,552002800019, RUE AMBROISE CROIZAT,80570,DARGNIES,50.040777,1.523472,19 Rue Ambroise Croizat 80570 Dargnies,0.6561893388429751,,housenumber,80235_0040_00019,19,19 Rue Ambroise Croizat,Rue Ambroise Croizat,80570,Dargnies,"80, Somme, Hauts-de-France",80235,,,,ok
5520036,552003600012,220 RUE DE MENCHECOURT,80100,ABBEVILLE,50.122321,1.810292,220 Rue de Menchecourt 80100 Abbeville,0.6440936677115987,0.48798142857142857,housenumber,80001_1310_00220,220,220 Rue de Menchecourt,Rue de Menchecourt,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5520077,552007700016,13 RUE GAMBETTA,80210,FEUQUIERES-EN-VIMEU,50.058721,1.595504,13 Rue Gambetta 80210 Feuquières-en-Vimeu,0.6400006408345752,,housenumber,80308_0500_00013,13,13 Rue Gambetta,Rue Gambetta,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
5520119,552011900016,74 BD DE LA PORTELETTE,80100,ABBEVILLE,50.100053,1.827711,74 Boulevard de la Portelette 80100 Abbeville,0.5481041322314049,0.5294728763040238,housenumber,80001_1720_00074,74,74 Boulevard de la Portelette,Boulevard de la Portelette,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5520119,552011900024,27 RUE LEDIEN,80100,ABBEVILLE,50.10978,1.827723,27 Rue Ledien 80100 Abbeville,0.5788905194805194,,housenumber,80001_1100_00027,27,27 Rue Ledien,Rue Ledien,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5520119,552011900032,,80870,MOYENNEVILLE,50.074158,1.75279,Moyenneville,0.43156583732057413,0.39443758893280634,municipality,80578,,Moyenneville,,80870,Moyenneville,"80, Somme, Hauts-de-France",80578,,,,ok
5520119,552011900040,,80490,BAILLEUL,50.026005,1.851476,Bailleul,0.36775176470588233,0.3297585412262156,municipality,80051,,Bailleul,,80490,Bailleul,"80, Somme, Hauts-de-France",80051,,,,ok
5520119,552011900057,17 RUE LEDIEN,80100,ABBEVILLE,50.109597,1.827225,17 Rue Ledien 80100 Abbeville,0.5788905194805194,,housenumber,80001_1100_00017,17,17 Rue Ledien,Rue Ledien,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5520135,552013500012,253 RUE DE MENCHECOURT,80100,ABBEVILLE,50.121584,1.81235,253 Rue de Menchecourt 80100 Abbeville,0.6440936677115987,0.48798142857142857,housenumber,80001_1310_00253,253,253 Rue de Menchecourt,Rue de Menchecourt,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5520135,552013500020,32 PL DE LA GARE - LILLE,59800,LILLE,50.63601,3.069599,32 Place de la Gare (Lille) 59800 Lille,0.5688510344827585,0.3289754545454545,housenumber,59350_3763_00032,32,32 Place de la Gare (Lille),Place de la Gare (Lille),59800,Lille,"59, Nord, Hauts-de-France",59350,59350,Lille,,ok
5520135,552013500038,70 RUE DE LAUSANNE,1220,DIVONNE-LES-BAINS,46.357963,6.143376,70 Rue de Lausanne 01220 Divonne-les-Bains,0.6399793548387096,0.4655821052631579,housenumber,01143_0490_00070,70,70 Rue de Lausanne,Rue de Lausanne,01220,Divonne-les-Bains,"01, Ain, Auvergne-Rhône-Alpes",01143,,,,ok
5520176,552017600016,50 RUE PASTEUR,80210,FEUQUIERES-EN-VIMEU,50.054356,1.602351,50 Rue Pasteur 80210 Feuquières-en-Vimeu,0.6403045454545454,,housenumber,80308_0700_00050,50,50 Rue Pasteur,Rue Pasteur,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
5520176,552017600032, ZONE DES HAYETTES,80210,CHEPY,50.063403,1.622969,Zone Industrielle Les Hayettes 80210 Chépy,0.39984454545454545,,locality,80190_5ziq2s,,Zone Industrielle Les Hayettes,,80210,Chépy,"80, Somme, Hauts-de-France",80190,,,,ok
5520200,552020000014,4 RUE PIERRE CURIE,80220,GAMACHES,49.984779,1.557713,4 Rue Pierre Curie 80220 Gamaches,0.5906514408233275,,housenumber,80373_0800_00004,4,4 Rue Pierre Curie,Rue Pierre Curie,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
5520234,552023400021, ZONE INDUSTRIELLE,80210,FEUQUIERES-EN-VIMEU,50.057233,1.598603,Rue Emile Zola 80210 Feuquières-en-Vimeu,0.4244251515151515,0.4098809090909091,street,80308_0400,,Rue Emile Zola,Rue Emile Zola,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
5520242,552024200016,3 RUE DU 43 RIC,80510,LONGPRE-LES-CORPS-SAINTS,50.013022,2.000946,3 Rue du 43 Ric 80510 Longpré-les-Corps-Saints,0.660509256198347,,housenumber,80488_0710_00003,3,3 Rue du 43 Ric,Rue du 43 Ric,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
5520242,552024200032,55 BD DE SEBASTOPOL,75001,PARIS 1,48.862367,2.350137,55 Boulevard de Sébastopol 75001 Paris,0.48746530551415795,0.248745439137134,housenumber,75101_8894_00055,55,55 Boulevard de Sébastopol,Boulevard de Sébastopol,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
5520242,552024200040,88 RUE ROBESPIERRE,93100,MONTREUIL,48.849698,2.425663,88 Rue Robespierre 93100 Montreuil,0.623189191919192,,housenumber,93048_8225_00088,88,88 Rue Robespierre,Rue Robespierre,93100,Montreuil,"93, Seine-Saint-Denis, Île-de-France",93048,,,,ok
5520242,552024200057,14 RUE LESAULT,93500,PANTIN,48.890014,2.408651,14 Rue Lesault 93500 Pantin,0.5637313539651837,,housenumber,93055_5155_00014,14,14 Rue Lesault,Rue Lesault,93500,Pantin,"93, Seine-Saint-Denis, Île-de-France",93055,,,,ok
5520242,552024200065,14 RUE LESAULT,93500,PANTIN,48.890014,2.408651,14 Rue Lesault 93500 Pantin,0.5637313539651837,,housenumber,93055_5155_00014,14,14 Rue Lesault,Rue Lesault,93500,Pantin,"93, Seine-Saint-Denis, Île-de-France",93055,,,,ok
5520242,552024200073,1 AV ALBERT EINSTEIN,78190,TRAPPES,48.767595,2.00062,1 Rue Albert Einstein 78190 Trappes,0.5257539811912226,,housenumber,78621_0018_00001,1,1 Rue Albert Einstein,Rue Albert Einstein,78190,Trappes,"78, Yvelines, Île-de-France",78621,,,,ok
5520242,552024200081,4 RUE DU 43 EME RIC,80510,LONGPRE-LES-CORPS-SAINTS,50.011988,2.003533,4 Rue du 43 Ric 80510 Longpré-les-Corps-Saints,0.6250901298701298,0.23263792207792205,housenumber,80488_0710_00004,4,4 Rue du 43 Ric,Rue du 43 Ric,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
