siren,siret,adresse,postcode,city,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
5576889,557688900017,2 BD ALBERT 1ER,44600,SAINT-NAZAIRE,47.26849,-2.216886,2 Boulevard Albert 1er 44600 Saint-Nazaire,0.5419568398268398,,housenumber,44184_0070_00002,2,2 Boulevard Albert 1er,Boulevard Albert 1er,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5576913,557691300015, PL DU CHAMP DE MARS,44220,COUERON,47.227162,-1.712606,Impasse des Mares Jaunes 44220 Couëron,0.32466438735177866,0.28788353535353534,street,44047_2445,,Impasse des Mares Jaunes,Impasse des Mares Jaunes,44220,Couëron,"44, Loire-Atlantique, Pays de la Loire",44047,,,,ok
5576962,557696200012,19 RUE DE NANTES,44360,LE TEMPLE-DE-BRETAGNE,47.327937,-1.790526,19 Rue de Nantes 44360 Le Temple-de-Bretagne,0.6611863636363635,,housenumber,44203_0244_00019,19,19 Rue de Nantes,Rue de Nantes,44360,Le Temple-de-Bretagne,"44, Loire-Atlantique, Pays de la Loire",44203,,,,ok
5577028,557702800011, BOURG,44130,FAY-DE-BRETAGNE,47.381436,-1.756756,le bourget 44130 Fay-de-Bretagne,0.49580727272727265,0.4338744781144781,street,44056_fcp81o,,le bourget,le bourget,44130,Fay-de-Bretagne,"44, Loire-Atlantique, Pays de la Loire",44056,,,,ok
5577051,557705100021,14 BD OCEANIDES,44380,PORNICHET,47.261119,-2.341282,14 Boulevard des Océanides 44380 Pornichet,0.47754132756132756,,housenumber,44132_1040_00014,14,14 Boulevard des Océanides,Boulevard des Océanides,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,,ok
5577119,557711900018, L ENFER NEUF,44550,MONTOIR-DE-BRETAGNE,47.329588,-2.124402,Rue de l'Enferneuf 44550 Montoir-de-Bretagne,0.5509046853146853,0.42806519480519484,street,44103_0342,,Rue de l'Enferneuf,Rue de l'Enferneuf,44550,Montoir-de-Bretagne,"44, Loire-Atlantique, Pays de la Loire",44103,,,,ok
5577143,557714300018, AV DES IBIS,44500,LA BAULE-ESCOUBLAC,47.284841,-2.396142,18 Avenue des Ibis 44500 La Baule-Escoublac,0.6072085245901638,0.5184804761904761,housenumber,44055_1760_00018,18,18 Avenue des Ibis,Avenue des Ibis,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
5577168,557716800015,61 AV ALBERT DE MUN,44600,SAINT-NAZAIRE,47.278677,-2.213346,61 Avenue Albert de Mun 44600 Saint-Nazaire,0.592210909090909,,housenumber,44184_0060_00061,61,61 Avenue Albert de Mun,Avenue Albert de Mun,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5577200,557720000016,108 RUE JOLIOT CURIE,44720,SAINT-JOACHIM,47.383481,-2.201167,108 Rue Joliot-Curie 44720 Saint-Joachim,0.6454972727272726,,housenumber,44168_0190_00108,108,108 Rue Joliot-Curie,Rue Joliot-Curie,44720,Saint-Joachim,"44, Loire-Atlantique, Pays de la Loire",44168,,,,ok
5577325,557732500029,32 RUE SAINT MICHEL,44350,GUERANDE,47.327345,-2.427655,32 Rue Saint-Michel 44350 Guérande,0.6106355555555555,0.5248361722488039,housenumber,44069_2180_00032,32,32 Rue Saint-Michel,Rue Saint-Michel,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,,ok
5580055,558005500019,8 RUE DELESTAGE,44510,LE POULIGUEN,47.277331,-2.431129,Rue Délestage 44510 Le Pouliguen,0.5655009764309764,0.4892611624441132,street,44135_0442,,Rue Délestage,Rue Délestage,44510,Le Pouliguen,"44, Loire-Atlantique, Pays de la Loire",44135,,,,ok
5580071,558007100016,88 AV ALBERT DE MUN,44600,SAINT-NAZAIRE,47.279029,-2.214302,88 Avenue Albert de Mun 44600 Saint-Nazaire,0.592210909090909,,housenumber,44184_0060_00088,88,88 Avenue Albert de Mun,Avenue Albert de Mun,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580113,558011300032,30 AV LEON BLUM,44600,SAINT-NAZAIRE,47.273414,-2.212812,30 Avenue Léon Blum 44600 Saint-Nazaire,0.5614572727272727,,housenumber,44184_3740_00030,30,30 Avenue Léon Blum,Avenue Léon Blum,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580113,558011300040,13 AV BARBARA,44570,TRIGNAC,47.297489,-2.205865,13 Avenue Barbara 44570 Trignac,0.4865983916083915,,housenumber,44210_0039_00013,13,13 Avenue Barbara,Avenue Barbara,44570,Trignac,"44, Loire-Atlantique, Pays de la Loire",44210,,,,ok
5580121,558012100019,101 QUAI DES FREGATES,44600,SAINT-NAZAIRE,47.276715,-2.199443,Quai des Frégates 44600 Saint-Nazaire,0.5855117585692995,,locality,44184_2309,,Quai des Frégates,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580121,558012100035,2 RUE VICTOR FENOUX,29200,BREST,48.385491,-4.47467,rue Victor Fenoux 29200 Brest,0.5511141889483065,,street,29019_5150,,rue Victor Fenoux,rue Victor Fenoux,29200,Brest,"29, Finistère, Bretagne",29019,,,,ok
5580121,558012100043, BD STALINGRAD,76120,LE GRAND-QUEVILLY,49.411184,1.018004,Boulevard de Stalingrad 76120 Le Grand-Quevilly,0.5222635294117647,,street,76322_1440,,Boulevard de Stalingrad,Boulevard de Stalingrad,76120,Le Grand-Quevilly,"76, Seine-Maritime, Normandie",76322,,,,ok
5580121,558012100068, RUE EDOUARD LAVOINE,76200,DIEPPE,49.923951,1.072868,68 Rue de la Barre 76200 Dieppe,0.39539696969696964,0.3912172413793103,housenumber,76217_0250_00068,68,68 Rue de la Barre,Rue de la Barre,76200,Dieppe,"76, Seine-Maritime, Normandie",76217,,,,ok
5580121,558012100100,15 BD DE L AMIRAL BRUIX,75116,PARIS 16,48.875938,2.282056,15 Boulevard de l'Amiral Bruix 75016 Paris,0.5015972184531885,0.48049021390374325,housenumber,75116_0279_00015,15,15 Boulevard de l'Amiral Bruix,Boulevard de l'Amiral Bruix,75016,Paris,"75, Paris, Île-de-France",75116,,,Paris 16e Arrondissement,ok
5580121,558012100126, RUE BELLOT,76600,LE HAVRE,49.484985,0.127383,Rue Bellot 76600 Le Havre,0.5457866666666666,0.45360660377358486,street,76351_0776,,Rue Bellot,Rue Bellot,76600,Le Havre,"76, Seine-Maritime, Normandie",76351,,,,ok
5580121,558012100134, RTE DES DOCKS FLOTTANTS,59140,DUNKERQUE,51.035201,2.372912,34 Rue des Fusiliers Marins 59140 Dunkerque,0.3754624242424242,0.36513948051948053,housenumber,59183_2349_00034,34,34 Rue des Fusiliers Marins,Rue des Fusiliers Marins,59140,Dunkerque,"59, Nord, Hauts-de-France",59183,,,,ok
5580147,558014700030, RUE RENE GUY CADOU,44600,SAINT-NAZAIRE,47.286282,-2.203849,Rue René Guy Cadou 44600 Saint-Nazaire,0.6307791222570533,,street,44184_5310,,Rue René Guy Cadou,Rue René Guy Cadou,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580154,558015400036,10 RUE DES USINES,44100,NANTES,47.196344,-1.596042,10 Rue des Usines 44100 Nantes,0.5939927272727272,0.305597520661157,housenumber,44109_8280_00010,10,10 Rue des Usines,Rue des Usines,44100,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,,ok
5580204,558020400013, LA ROCHE,44360,SAINT-ETIENNE-DE-MONTLUC,47.273687,-1.825167,la Basse Roche 44360 Saint-Étienne-de-Montluc,0.575973986013986,0.5744448951048952,street,44158_B037,,la Basse Roche,la Basse Roche,44360,Saint-Étienne-de-Montluc,"44, Loire-Atlantique, Pays de la Loire",44158,,,,ok
5580212,558021200016,32 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,47.276627,-2.212807,32 Avenue de la République 44600 Saint-Nazaire,0.6105362957937585,,housenumber,44184_5330_00032,32,32 Avenue de la République,Avenue de la République,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580238,558023800011, AV DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,47.282123,-2.392388,11 Avenue du Général De Gaulle 44500 La Baule-Escoublac,0.6721571606475716,,housenumber,44055_1380_00011,11,11 Avenue du Général De Gaulle,Avenue du Général De Gaulle,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
5580261,558026100013,9 RUE MAURICE SAMBRON,44160,PONTCHATEAU,47.43644,-2.090488,9 Rue  Maurice Sambron 44160 Pontchâteau,0.645149815100154,,housenumber,44129_0330_00009,9,9 Rue  Maurice Sambron,Rue  Maurice Sambron,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
5580295,558029500011,33 AV DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,47.282929,-2.392265,33 Avenue du Général De Gaulle 44500 La Baule-Escoublac,0.6480698564593301,,housenumber,44055_1380_00033,33,33 Avenue du Général De Gaulle,Avenue du Général De Gaulle,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
5580329,558032900018, AV DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,47.273749,-2.208638,18 Avenue du Général De Gaulle 44600 Saint-Nazaire,0.6548307486631015,,housenumber,44184_2457_00018,18,18 Avenue du Général De Gaulle,Avenue du Général De Gaulle,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580345,558034500022,40 BD DE SAINT NAZAIRE,44380,PORNICHET,47.255373,-2.313192,Boulevard de Saint-Nazaire 44380 Pornichet,0.5071018181818181,0.4651396969696969,street,44132_1420,,Boulevard de Saint-Nazaire,Boulevard de Saint-Nazaire,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,,ok
5580345,558034500030,10 RUE ANDERS CELSIUS,44600,SAINT-NAZAIRE,47.297278,-2.29933,10 Rue Anders Celsius 44600 Saint-Nazaire,0.652439731743666,,housenumber,44184_0198_00010,10,10 Rue Anders Celsius,Rue Anders Celsius,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580436,558043600011, BD DES APPRENTIS,44600,SAINT-NAZAIRE,47.294843,-2.186917,Boulevard des Apprentis 44600 Saint-Nazaire,0.5397027272727273,,street,44184_0290,,Boulevard des Apprentis,Boulevard des Apprentis,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580436,558043600052,94 BD FLANDRIN,75116,PARIS 16,48.87096,2.27605,94 Boulevard Flandrin 75016 Paris,0.4089185053929122,,housenumber,75116_3663_00094,94,94 Boulevard Flandrin,Boulevard Flandrin,75016,Paris,"75, Paris, Île-de-France",75116,,,Paris 16e Arrondissement,ok
5580436,558043600060, RUE SAINT FIACRE,85640,MOUCHAMPS,46.775199,-1.061339,Rue de Saint-Fiacre 85640 Mouchamps,0.5510503305785123,0.5065161538461539,street,85153_0491,,Rue de Saint-Fiacre,Rue de Saint-Fiacre,85640,Mouchamps,"85, Vendée, Pays de la Loire",85153,,,,ok
5580469,558046900038,47 RUE DE L'UNIVERSITE,75007,PARIS 7,48.858372,2.325868,47 Rue de l'Université 75007 Paris,0.604247922077922,,housenumber,75107_9527_00047,47,47 Rue de l'Université,Rue de l'Université,75007,Paris,"75, Paris, Île-de-France",75107,,,Paris 7e Arrondissement,ok
5580501,558050100012, QUAI DU COMMERCE,44600,SAINT-NAZAIRE,47.274214,-2.202556,Quai du Commerce 44600 Saint-Nazaire,0.6171809090909091,,locality,44184_1269,,Quai du Commerce,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580501,558050100020,262 BD SAINT GERMAIN,75007,PARIS 7,48.859352,2.322589,262 Boulevard Saint-Germain 75007 Paris,0.5047663343108504,0.3148557024793388,housenumber,75107_8619_00262,262,262 Boulevard Saint-Germain,Boulevard Saint-Germain,75007,Paris,"75, Paris, Île-de-France",75107,,,Paris 7e Arrondissement,ok
5580501,558050100038,56 BD DU DOYENNE,49100,ANGERS,47.488403,-0.536149,56 Boulevard du Doyenné 49100 Angers,0.49562473684210523,0.4408534710743801,housenumber,49007_2555_00056,56,56 Boulevard du Doyenné,Boulevard du Doyenné,49100,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
5580501,558050100046,93 BD MALESHERBES,75008,PARIS 8,48.878542,2.315056,93 Boulevard Malesherbes 75008 Paris,0.48017465331278886,,housenumber,75108_5951_00093,93,93 Boulevard Malesherbes,Boulevard Malesherbes,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
5580527,558052700017, RTE DE NANTES,44160,PONTCHATEAU,47.436812,-2.087869,17 Rue de Nantes 44160 Pontchâteau,0.5863724185248713,0.5368473063973064,housenumber,44129_0400_00017,17,17 Rue de Nantes,Rue de Nantes,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
5580600,558060000012,84 RUE DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE,47.276798,-2.224688,84 Rue du Commandant Gâté 44600 Saint-Nazaire,0.49153878787878785,0.43758356265356263,housenumber,44184_1230_00084,84,84 Rue du Commandant Gâté,Rue du Commandant Gâté,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580618,558061800022, BREHADOUR,44350,GUERANDE,47.339641,-2.419272,Route de Bréhadour 44350 Guérande,0.47094132867132865,0.47000930481283415,street,44069_0437,,Route de Bréhadour,Route de Bréhadour,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,,ok
5580618,558061800030,52 RUE D ANJOU,44600,SAINT-NAZAIRE,47.276876,-2.210032,52 Rue d'Anjou 44600 Saint-Nazaire,0.6243282828282828,0.4689326825633382,housenumber,44184_0220_00052,52,52 Rue d'Anjou,Rue d'Anjou,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580642,558064200014, LE CALVAIRE,44160,PONTCHATEAU,47.438296,-2.136704,Route du Calvaire 44160 Pontchâteau,0.48064259740259735,0.46187090909090905,street,44129_4wl2wv,,Route du Calvaire,Route du Calvaire,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
5580683,558068300018,3 AV SAINT SAENS,44500,LA BAULE-ESCOUBLAC,47.279333,-2.372871,3 Avenue Saint-Saëns 44500 La Baule-Escoublac,0.5876246280991736,0.41565454545454544,housenumber,44055_3340_00003,3,3 Avenue Saint-Saëns,Avenue Saint-Saëns,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
5580683,558068300026,139 RUE PAUL VAILLANT COUTURIER,92240,MALAKOFF,48.817344,2.291509,139 Rue Paul Vaillant-couturier 92240 Malakoff,0.6835056198347107,,housenumber,92046_7123_00139,139,139 Rue Paul Vaillant-couturier,Rue Paul Vaillant-couturier,92240,Malakoff,"92, Hauts-de-Seine, Île-de-France",92046,,,,ok
5580766,558076600011, RUE JEAN GUTENBERG,44600,SAINT-NAZAIRE,47.28109,-2.232417,Rue Jean Gutenberg 44600 Saint-Nazaire,0.6474709404388714,,street,44184_3330,,Rue Jean Gutenberg,Rue Jean Gutenberg,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5580782,558078200018,31 PL DE L HOTEL DE VILLE,44260,SAVENAY,47.359176,-1.943694,Place de l’Hôtel de Ville 44260 Savenay,0.5403259451659451,,street,44195_0660,,Place de l’Hôtel de Ville,Place de l’Hôtel de Ville,44260,Savenay,"44, Loire-Atlantique, Pays de la Loire",44195,,,,ok
5580824,558082400018, RUE LA CROIX AMISSE,44600,SAINT-NAZAIRE,47.290718,-2.204339,Rue de la Croix Amisse 44600 Saint-Nazaire,0.6214102052785924,0.5099465941101152,street,44184_1400,,Rue de la Croix Amisse,Rue de la Croix Amisse,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
5610043,561004300019,,80370,HIERMONT,50.195882,2.076193,Hiermont,0.3655244919786096,0.3315031042128603,municipality,80440,,Hiermont,,80370,Hiermont,"80, Somme, Hauts-de-France",80440,,,,ok
5610142,561014200019,,80210,CHEPY,50.065289,1.639929,Chépy,0.3206305865102639,0.28343069264069265,municipality,80190,,Chépy,,80210,Chépy,"80, Somme, Hauts-de-France",80190,,,,ok
5610175,561017500019,,80135,SAINT-RIQUIER,50.131233,1.940802,Saint-Riquier,0.4470358741258741,0.402610303030303,municipality,80716,,Saint-Riquier,,80135,Saint-Riquier,"80, Somme, Hauts-de-France",80716,,,,ok
5610324,561032400013, RUE DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,50.25424,1.885694,Rue du Général de Gaulle 80150 Crécy-en-Ponthieu,0.5049496969696969,0.47662192032686407,street,80222_0410,,Rue du Général de Gaulle,Rue du Général de Gaulle,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
5610399,561039900015,32 RUE DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,50.252129,1.885709,32 Rue du Général de Gaulle 80150 Crécy-en-Ponthieu,0.5221991142191141,0.462632490118577,housenumber,80222_0410_00032,32,32 Rue du Général de Gaulle,Rue du Général de Gaulle,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
5610423,561042300013,,80150,BOUFFLERS,50.261486,2.021281,Boufflers,0.3803663636363636,0.33678757575757573,municipality,80118,,Boufflers,,80150,Boufflers,"80, Somme, Hauts-de-France",80118,,,,ok
5610746,561074600017, PAS DES ORMES,80550,LE CROTOY,50.217263,1.625904,Passage des Ormes 80550 Le Crotoy,0.49135999999999996,,street,80228_4q5dsl,,Passage des Ormes,Passage des Ormes,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
5610761,561076100016, PL MAX LEJEUNE,80100,ABBEVILLE,50.105386,1.83311,16 Place Max Lejeune 80100 Abbeville,0.5800591582491582,,housenumber,80001_0970_00016,16,16 Place Max Lejeune,Place Max Lejeune,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5610886,561088600011,39 CHS MARCADE,80100,ABBEVILLE,50.111441,1.82887,Chaussée Marcadé 80100 Abbeville,0.44708148325358843,,street,80001_1240,,Chaussée Marcadé,Chaussée Marcadé,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5610928,561092800011,,80270,ALLERY,49.964032,1.89614,Allery,0.3379581818181818,0.3070233333333333,municipality,80019,,Allery,,80270,Allery,"80, Somme, Hauts-de-France",80019,,,,ok
5610936,561093600014,,80270,ALLERY,49.964032,1.89614,Allery,0.3379581818181818,0.29830698564593305,municipality,80019,,Allery,,80270,Allery,"80, Somme, Hauts-de-France",80019,,,,ok
5610993,561099300023,20 RUE JEAN DE PONTHIEU,80100,ABBEVILLE,50.106881,1.832756,20 Rue Jean de Ponthieu 80100 Abbeville,0.6405389060092449,0.4374836363636363,housenumber,80001_1038_00020,20,20 Rue Jean de Ponthieu,Rue Jean de Ponthieu,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5611009,561100900019,16 PL DU GENERAL LECLERC,80220,GAMACHES,49.985458,1.561375,16 Place du Maréchal Leclerc 80220 Gamaches,0.44948194805194797,,housenumber,80373_0628_00016,16,16 Place du Maréchal Leclerc,Place du Maréchal Leclerc,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
5611025,561102500015,8 RUE DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,50.25424,1.885694,Rue du Général de Gaulle 80150 Crécy-en-Ponthieu,0.49298590318772134,0.4572031368631368,street,80222_0410,,Rue du Général de Gaulle,Rue du Général de Gaulle,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
5611066,561106600019,34 RUE DE NORMANDIE,80220,GAMACHES,49.985478,1.553977,34 Rue de Normandie 80220 Gamaches,0.6045610101010102,0.40426999999999996,housenumber,80373_0640_00034,34,34 Rue de Normandie,Rue de Normandie,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
5611074,561107400013,88 FG SUR SOMME,80100,ABBEVILLE,50.09102,1.820872,Faubourg des Planches 80100 Abbeville,0.28233467532467527,,street,80001_1570,,Faubourg des Planches,Faubourg des Planches,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5611215,561121500012,39 RUE DU GENERAL DE GAULLE,80135,SAINT-RIQUIER,50.130987,1.941897,39 Rue du Général de Gaulle 80135 Saint-Riquier,0.6707201492537312,,housenumber,80716_0340_00039,39,39 Rue du Général de Gaulle,Rue du Général de Gaulle,80135,Saint-Riquier,"80, Somme, Hauts-de-France",80716,,,,ok
5611223,561122300016, CHE BARRE DE LA MER,80550,LE CROTOY,50.2259,1.617949,Rue de Barre Mer 80550 Le Crotoy,0.5064644816586922,0.43015493112947656,street,80228_0060,,Rue de Barre Mer,Rue de Barre Mer,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
5611389,561138900015,,80120,FORT-MAHON-PLAGE,50.340457,1.565907,Fort-Mahon-Plage,0.4821327272727272,0.44361636363636364,municipality,80333,,Fort-Mahon-Plage,,80120,Fort-Mahon-Plage,"80, Somme, Hauts-de-France",80333,,,,ok
5611462,561146200010,,80150,MAISON-PONTHIEU,50.208353,2.044515,Maison-Ponthieu,0.46426898004434586,0.4064360962566844,municipality,80501,,Maison-Ponthieu,,80150,Maison-Ponthieu,"80, Somme, Hauts-de-France",80501,,,,ok
5611744,561174400011,2 AV DU CHATEAU D EAU,80550,LE CROTOY,50.219453,1.630056,2 Avenue du Château d’Eau 80550 Le Crotoy,0.5489964809384164,,housenumber,80228_0250_00002,2,2 Avenue du Château d’Eau,Avenue du Château d’Eau,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
5611751,561175100016,67 RUE DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,50.25424,1.885694,Rue du Général de Gaulle 80150 Crécy-en-Ponthieu,0.48723407925407924,0.462632490118577,street,80222_0410,,Rue du Général de Gaulle,Rue du Général de Gaulle,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
5611827,561182700014,19 RUE DE LA VALLEE,80132,CAHON,50.119626,1.722337,19 Rue de la Vallée 80132 Cahon,0.5713957219251337,,housenumber,80161_0065_00019,19,19 Rue de la Vallée,Rue de la Vallée,80132,Cahon,"80, Somme, Hauts-de-France",80161,,,,ok
5611926,561192600014,17 RUE DE L ABREUVOIR,80100,ABBEVILLE,50.097374,1.840234,Rue de l'Abreuvoir 80100 Abbeville,0.5857257894736843,,street,80001_0030,,Rue de l'Abreuvoir,Rue de l'Abreuvoir,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5612056,561205600019,28 RUE MARECHAL FOCH,80100,ABBEVILLE,50.105082,1.834371,28 Rue du Maréchal Foch 80100 Abbeville,0.5997866718027733,,housenumber,80001_1260_00028,28,28 Rue du Maréchal Foch,Rue du Maréchal Foch,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5612106,561210600020,1 RUE DES PATISSIERS,80510,LONGPRE-LES-CORPS-SAINTS,50.012973,1.993133,1 Rue des Marais 80510 Longpré-les-Corps-Saints,0.5321797129186602,0.521526386946387,housenumber,80488_0520_00001,1,1 Rue des Marais,Rue des Marais,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
5612114,561211400016, RUE DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,50.25424,1.885694,Rue du Général de Gaulle 80150 Crécy-en-Ponthieu,0.5049496969696969,0.47662192032686407,street,80222_0410,,Rue du Général de Gaulle,Rue du Général de Gaulle,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
5612130,561213000012,48 RUE SAINT GILLES,80100,ABBEVILLE,50.102166,1.838471,48 Rue Saint Gilles 80100 Abbeville,0.6225352892561983,0.35147545454545454,housenumber,80001_1900_00048,48,48 Rue Saint Gilles,Rue Saint Gilles,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5612288,561228800018,42 AV DE LA PLAGE,80120,FORT-MAHON-PLAGE,50.340226,1.570181,42 Avenue de la Plage 80120 Fort-Mahon-Plage,0.5835303496503497,0.3813875324675325,housenumber,80333_0520_00042,42,42 Avenue de la Plage,Avenue de la Plage,80120,Fort-Mahon-Plage,"80, Somme, Hauts-de-France",80333,,,,ok
5612296,561229600011,10 RUE CORNEHOTTE,80570,DARGNIES,50.043875,1.523967,10 Rue de Cornehotte 80570 Dargnies,0.5596012396694214,,housenumber,80235_0160_00010,10,10 Rue de Cornehotte,Rue de Cornehotte,80570,Dargnies,"80, Somme, Hauts-de-France",80235,,,,ok
5612312,561231200016,8 PL MAX LEJEUNE,80100,ABBEVILLE,50.105382,1.832905,8 Place Max Lejeune 80100 Abbeville,0.5451866233766234,,housenumber,80001_0970_00008,8,8 Place Max Lejeune,Place Max Lejeune,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5612353,561235300010,32 RUE DE LA BARRIERE,80120,RUE,50.271836,1.677514,32 Rue de la Barrière 80120 Rue,0.5822211764705882,,housenumber,80688_0080_00032,32,32 Rue de la Barrière,Rue de la Barrière,80120,Rue,"80, Somme, Hauts-de-France",80688,,,,ok
5612478,561247800015,,80570,DARGNIES,50.041611,1.526097,Dargnies,0.3747126737967914,0.3356232838589981,municipality,80235,,Dargnies,,80570,Dargnies,"80, Somme, Hauts-de-France",80235,,,,ok
5612502,561250200012,14 RUE SAINT VULFRAN,80100,ABBEVILLE,50.104961,1.830758,14 Rue Saint Vulfran 80100 Abbeville,0.627939090909091,0.5002168109668109,housenumber,80001_2000_00014,14,14 Rue Saint Vulfran,Rue Saint Vulfran,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
5612577,561257700014, RUE DU MARAIS,80120,QUEND,50.319913,1.656362,14 Rue du Paradis 80120 Quend,0.4840626530612244,0.4249263636363636,housenumber,80649_1238_00014,14,14 Rue du Paradis,Rue du Paradis,80120,Quend,"80, Somme, Hauts-de-France",80649,,,,ok
5612676,561267600014,,80220,GAMACHES,49.985918,1.556299,Gamaches,0.3780644919786096,0.3471193301435406,municipality,80373,,Gamaches,,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
5612700,561270000012,,80132,CAHON,50.128028,1.735971,Cahon,0.3125878592375366,0.27747727272727274,municipality,80161,,Cahon,,80132,Cahon,"80, Somme, Hauts-de-France",80161,,,,ok
5612718,561271800014,1 RUE PILLEVERGUE,80220,BOUTTENCOURT,49.948489,1.595678,1 Rue Pillevergue 80220 Bouttencourt,0.61068,,housenumber,80126_0250_00001,1,1 Rue Pillevergue,Rue Pillevergue,80220,Bouttencourt,"80, Somme, Hauts-de-France",80126,,,,ok
5612734,561273400011, RTE D ABBEVILLE,80220,BOUTTENCOURT,49.935746,1.631762,11 Rue d'Abbeville 80220 Bouttencourt,0.5973444155844154,,housenumber,80126_0040_00011,11,11 Rue d'Abbeville,Rue d'Abbeville,80220,Bouttencourt,"80, Somme, Hauts-de-France",80126,,,,ok
