siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
005672696,00019,00567269600019,O,,,,,,true,1,,,,,BOURG,44360,CORDEMAIS,,,44045,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
005672779,00013,00567277900013,O,,NN,,,2019-11-14T14:00:38,true,1,,,,PL,DE L EGLISE,44130,FAY-DE-BRETAGNE,,,44056,,,,,,,,,,,,,,,,,,,1987-06-30,F,,,,,55.10,NAP,N
005672886,00024,00567288600024,O,,,,,2019-11-14T14:00:39,true,1,,18,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1987-06-30,F,,,,,64.11,NAP,N
005672910,00014,00567291000014,O,,,,,2019-11-14T14:00:39,true,1,,,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
005673033,00022,00567303300022,O,,NN,,,2019-11-14T14:00:39,true,1,,104,,CHE,DE PORCE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1994-03-31,F,,,,,52.6D,NAF1993,N
005673157,00011,00567315700011,O,,,,,,true,1,,,,,Q SAINT PIERRE,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005673165,00014,00567316500014,O,1956-01-01,NN,,,2008-07-02T16:06:53,true,4,,,,QUAI,SAINT PIERRE,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,1999-07-11,F,,,,,70.2C,NAF1993,N
005673173,00018,00567317300018,O,1956-01-01,NN,,,2019-11-14T14:00:39,true,4,,44,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N
005673207,00014,00567320700014,O,1956-01-01,NN,,,2012-07-28T11:19:36,true,5,,,,LD,LE GRAND MOMESSON,44130,BOUVRON,,,44023,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,01.43Z,NAFRev2,N
005673231,00014,00567323100014,O,,,,,,true,1,,,,,Q SAINT PIERRE,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005673280,00011,00567328000011,O,,,,,2019-11-14T14:00:39,true,1,,5,,RUE,DE NANTES,44360,LE TEMPLE-DE-BRETAGNE,,,44203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.40,NAP,N
005673314,00018,00567331400018,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DU MAINE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005673322,00011,00567332200011,O,,,,,,true,1,,,,,Q SAINT PIERRE,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005673348,00016,00567334800016,O,1956-01-01,NN,,,2019-11-14T14:00:38,true,5,,66,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
005673405,00014,00567340500014,O,,,,,,true,1,,,,PL,DE L EGLISE,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,47.04,NAP,N
005673439,00013,00567343900013,O,,,,,2019-11-14T14:00:39,true,1,,,,BD,VICTOR HUGO,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
005673611,00025,00567361100025,O,,NN,,,,true,1,,1,,RUE,DU REQUIERT,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,1990-07-01,F,,,,,81.21,NAP,N
005673678,00016,00567367800016,O,,,,,2019-11-14T14:00:39,true,1,,,,,,44460,SAINT-NICOLAS-DE-REDON,,,44185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.07,NAP,N
005673710,00017,00567371000017,O,,NN,,,2019-11-14T14:00:38,true,1,,230,,AV,MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1999-01-29,F,,,,,64.11,NAP,N
005673751,00011,00567375100011,O,,NN,,,2019-11-14T14:00:39,true,1,,,,PL,DES QUATRE Z HORLOGES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1981-04-30,F,,,,,58.09,NAP,N
005673801,00014,00567380100014,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DE PORNICHET,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.41,NAP,N
005673884,00010,00567388400010,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,HENRI BERTHO RN771,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.11,NAP,N
005673892,00013,00567389200013,O,,,,,,true,1,,19,,PL,DINAN,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
005673926,00027,00567392600027,O,1997-01-01,NN,,,2019-11-14T14:00:39,true,3,,29,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2005-12-31,F,,,,,70.2C,NAFRev1,N
005673983,00010,00567398300010,O,1956-01-01,NN,,,,true,1,,7,,RUE,DU GENERAL LECLERC,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,2002-12-31,F,,,,,74.8B,NAF1993,N
005673991,00013,00567399100013,O,,,,,2020-12-23T11:25:44,true,1,,,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
005674031,00025,00567403100025,O,,NN,,,,true,1,,,,LD,KERCABELLEC,44420,MESQUER,,,44097,,,,,,,,,,,,,,,,,,,1992-03-16,F,,,,,70.2C,NAF1993,N
005674064,00018,00567406400018,O,,NN,,,2019-11-14T14:00:38,true,1,,41,,LD,LA TOUCHE BASSE,44260,LA CHAPELLE-LAUNAY,,,44033,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,70.2C,NAF1993,N
005674080,00014,00567408000014,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DE TRIGNAC,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N
005674130,00017,00567413000017,O,,,,,,true,1,,,,LD,LE DRESNY,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005674163,00018,00567416300018,O,,NN,,,,true,1,,,,LD,LE DRESNY,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N
005674254,00015,00567425400015,O,,,,,2019-11-14T14:00:38,true,1,,,,RUE,DE LA GARE,44530,SAINT-GILDAS-DES-BOIS,,,44161,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005674270,00045,00567427000045,O,2001-04-01,NN,,,,true,1,,7,,RUE,DE BORDEAUX,44130,BOUVRON,,,44023,,,,,,,,,,,,,,,,,,,2001-04-01,F,,,,,67.2Z,NAF1993,N
005674320,00014,00567432000014,O,,,,,2019-11-14T14:00:39,true,1,,,,BD,EMILE ZOLA,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005674338,00016,00567433800016,O,1956-01-01,NN,,,2019-11-14T14:00:39,true,5,,54,,RUE,JEAN MACE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2008-12-25,F,,,,,68.20B,NAFRev2,N
005674346,00019,00567434600019,O,,,,,,true,1,,,,LD,SAINT ARMEL,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005674411,00011,00567441100011,O,,NN,,,2019-11-14T14:00:39,true,1,,57,,BD,VICTOR HUGO,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1990-05-31,F,,,,,64.23,NAP,N
005674478,00010,00567447800010,O,,,,,,true,1,,6,,RUE,DU BOIS,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,,F,,,,,64.46,NAP,N
005674502,00017,00567450200017,O,,NN,,,2019-11-14T14:00:38,true,1,,35,,RUE,JEAN 23,44740,BATZ-SUR-MER,,,44010,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
005674569,00016,00567456900016,O,1956-01-01,NN,,,2019-11-14T14:00:38,true,1,,,,RUE,DU GOLF,44740,BATZ-SUR-MER,,,44010,,,,,,,,,,,,,,,,,,,1998-07-10,F,,,,,70.2C,NAF1993,N
005674593,00016,00567459300016,O,,,,,2019-11-14T14:00:38,true,1,,16,,RUE,GRANDE RUE,44740,BATZ-SUR-MER,,,44010,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
005674726,00012,00567472600012,O,,,,,2019-11-14T14:00:39,true,1,,53,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
005674817,00019,00567481700019,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,MONCHICOURT,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.12,NAP,N
005674825,00012,00567482500012,O,,,,,2019-11-14T14:00:39,true,1,,65,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1991-02-11,F,,,,,64.11,NAP,N
005674841,00019,00567484100019,O,,NN,,,2019-11-14T14:00:39,true,1,,16,,RUE,DES CHANTIERS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1989-05-31,F,,,,,87.03,NAP,N
005674924,00021,00567492400021,O,,NN,,,2019-11-14T14:00:39,true,1,,9,,RUE,DE L ISAU,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
005674965,00016,00567496500016,O,,,,,2019-11-14T14:00:38,true,1,,,,LD,SACRE COEUR,44410,LA CHAPELLE-DES-MARAIS,,,44030,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.24,NAP,N
005675053,00010,00567505300010,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DE CARDURAND,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
005675095,00011,00567509500011,O,,,,,2019-11-14T14:00:39,true,1,,117,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1990-08-07,F,,,,,67.04,NAP,N
005675111,00024,00567511100024,O,,NN,,,2019-11-14T14:00:38,true,1,,43,,AV,DU MAL FRANCHET D ESPEREY,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,2001-01-01,F,,,,,70.2C,NAF1993,N
005675210,00016,00567521000016,O,,NN,,,,true,1,,,,PL,DE L EGLISE,44750,CAMPBON,,,44025,,,,,,,,,,,,,,,,,,,1988-06-30,F,,,,,62.43,NAP,N
005675228,00018,00567522800018,O,,NN,,,,true,1,,,,PL,DE L EGLISE,44750,CAMPBON,,,44025,,,,,,,,,,,,,,,,,,,1988-06-30,F,,,,,62.43,NAP,N
005675343,00015,00567534300015,O,,,,,2019-11-14T14:00:39,true,1,,,,,,44410,SAINT-LYPHARD,,,44175,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N
005675350,00010,00567535000010,O,,,,,,true,1,,,,LD,LE RODOIR ARGENTAN,44410,HERBIGNAC,,,44072,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
005675384,00019,00567538400019,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.12,NAP,N
005675400,00013,00567540000013,O,,NN,,,2019-11-14T14:00:39,true,1,,25,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,52.4C,NAF1993,O
005675459,00019,00567545900019,O,1956-01-01,NN,,,2023-07-03T20:36:58,true,2,,7,,RUE,NANTAISE,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1989-09-30,F,,,,,,,
005675483,00019,00567548300019,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,PIERRE LOTI,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.01,NAP,N
005675624,00018,00567562400018,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005675715,00014,00567571500014,O,,,,,,true,1,,,,RTE,DE PLESSE,44460,AVESSAC,,,44007,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
005675822,00018,00567582200018,O,,,,,,true,1,,,,PL,DE LA GARE,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
005675855,00018,00567585500018,O,,NN,,,,true,1,,5,,RUE,STE CATHERINE,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005675863,00012,00567586300012,O,,NN,,,,true,1,,5,,RUE,STE CATHERINE,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005675871,00015,00567587100015,O,,NN,,,,true,1,,5,,RUE,STE CATHERINE,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005675897,00010,00567589700010,O,,NN,,,,true,1,,5,,RUE,STE CATHERINE,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
005675921,00026,00567592100026,O,1900-01-01,NN,,,2019-11-14T14:00:38,true,4,,6,,RUE,FRANCOIS D ORVAULT,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,96.02A,NAFRev2,N
005675947,00013,00567594700013,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DE TRIGNAC,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.03,NAP,N
005675996,00010,00567599600010,O,,NN,,,2019-11-14T14:00:39,true,1,,94,,AV,DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1993-06-30,F,,,,,52.4V,NAF1993,N
005676002,00016,00567600200016,O,,,,,2019-11-14T14:00:39,true,1,,,,LD,TABAGO,44460,SAINT-NICOLAS-DE-REDON,,,44185,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.71,NAP,N
005676010,00019,00567601000019,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DE L HALLALI,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N
005676093,00015,00567609300015,O,,NN,,,2019-11-14T14:00:39,true,1,,89,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,62.41,NAP,N
005676101,00016,00567610100016,O,,,,,,true,1,,,,BD,DE VILLENEUVE,44160,PONTCHATEAU,,,44129,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
005676119,00018,00567611900018,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DES IBIS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
005676168,00015,00567616800015,O,,,,,2019-11-14T14:00:38,true,1,,59,,RUE,DE FEDRUN,44720,SAINT-JOACHIM,,,44168,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
005676234,00015,00567623400015,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,HENRI BERTHO RN771,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
005676259,00012,00567625900012,O,,,,,,true,1,,,,,LE GRAVIER,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1987-03-31,F,,,,,67.04,NAP,N
005676333,00031,00567633300031,O,,NN,,,2019-11-14T14:00:39,true,1,,,,,BERRIEN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1993-12-20,F,,,,,52.4V,NAF1993,N
005676358,00012,00567635800012,O,,NN,,,,true,1,,,,,BOURG,44460,AVESSAC,,,44007,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
005676432,00015,00567643200015,O,,,,,2019-11-14T14:00:39,true,1,,31,,,PONT BRIEN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N
005676473,00019,00567647300019,O,,NN,,,,true,1,,47,B,AV,DU GENERAL DE GAULLE,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,70.2C,NAF1993,N
005680061,00016,00568006100016,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,HENRI GAUTIER,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005680087,00011,00568008700011,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.06,NAP,N
005680111,00019,00568011100019,O,,,,,2019-11-14T14:00:38,true,1,,,,AV,DES ORMES,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
005680145,00017,00568014500017,O,1956-01-01,21,2021,,2023-12-22T03:41:49,true,5,LA PROVIDENCE,73,,RUE,HENRI GAUTIER,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,2015-12-31,A,,,,,22.22Z,NAFRev2,O
005680152,00013,00568015200013,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005680236,00014,00568023600014,O,1956-01-01,NN,,,2019-11-14T14:00:39,true,5,,10,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2013-12-30,F,,,,,47.71Z,NAFRev2,O
005680244,00018,00568024400018,O,,NN,,,2019-11-14T14:00:38,true,1,,2,,AV,PIERRE LOTI,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
005680335,00014,00568033500014,O,,NN,,,2019-11-14T14:00:38,true,1,,33,,RUE,JEAN JAURES,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,1994-07-08,F,,,,,70.2C,NAF1993,N
005680376,00026,00568037600026,O,1984-05-18,NN,,,,true,4,ZA DE LA LANDE,,,RUE,DE LA LANDE,44350,GUERANDE,,BP 59,44069,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,28.5D,NAF1993,O
005680376,00034,00568037600034,O,1996-01-15,,,,2019-11-14T14:01:02,false,3,ZA LA POULASSE,,,AV,LION,83210,SOLLIES-PONT,,,83130,,,,,,,,,,,,,,,,,,,1999-01-14,F,,,,,28.5D,NAF1993,N
005680384,00012,00568038400012,O,1956-01-01,NN,,,2018-09-29T12:00:17,true,5,,9,,PL,D AIGUILLON,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,2016-05-01,F,,,,,47.73Z,NAFRev2,O
005680392,00015,00568039200015,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DE TRIGNAC,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,32.04,NAP,N
005680400,00024,00568040000024,O,,NN,,,,true,1,,7,,AV,VILLES BABIN,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1992-12-01,F,,,,,70.1C,NAF1993,N
005680467,00023,00568046700023,O,,NN,,,,true,1,,32,,RUE,FABERT,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
005680491,00023,00568049100023,O,1988-07-07,NN,,,2019-11-14T14:00:38,true,1,,10,,AV,DE PAVIE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,1996-05-22,F,,,,,55.3A,NAF1993,N
005680509,00014,00568050900014,O,,,,,,true,1,,,,RUE,ALEXANDRE OLIVIER,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
005680541,00025,00568054100025,O,1987-03-31,NN,,,2023-09-24T03:33:20,true,3,RTE DE ST ANDRE DES EAUX,,,,LA LANDE,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
005680541,00033,00568054100033,O,1991-01-01,NN,,,2019-11-14T14:00:38,false,4,ZI,9,,RUE,DU CHENE LASSE,44800,SAINT-HERBLAIN,,,44162,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,74.1J,NAF1993,N
005680566,00014,00568056600014,O,,,,,2019-11-14T14:00:39,true,1,,,,LD,LA DIGUE,44460,SAINT-NICOLAS-DE-REDON,,,44185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,59.07,NAP,N
005680582,00011,00568058200011,O,,,,,2019-11-14T14:00:38,true,1,,14,,RUE,DES PORTEAUX,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,1987-08-31,F,,,,,59.09,NAP,N
005680624,00029,00568062400029,O,,NN,,,2019-11-14T14:00:39,true,1,,49,,BD,DE LA LIBERATION,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
005680632,00022,00568063200022,O,,,,,,true,1,,,,AV,EMILE OUTTIER,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N
005710058,00016,00571005800016,O,,NN,,,,true,1,,162,,CHS,MARCADE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1981-05-13,F,,,,,67.07,NAP,N
005710066,00027,00571006600027,O,,,,,2019-11-14T14:01:01,true,1,,56,,RUE,JEAN JAURES,80580,PONT-REMY,,,80635,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005710082,00016,00571008200016,O,,NN,,,,true,1,,20,,RUE,PASTEUR,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1984-11-10,F,,,,,57.07,NAP,N
005710256,00016,00571025600016,O,,NN,,,,true,1,,154,,RTE,DE PARIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,67.07,NAP,N
005710264,00010,00571026400010,O,,,,,2019-11-14T14:01:00,true,1,,,,RUE,VICTOR HUGO,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
005710306,00019,00571030600019,O,,NN,,,2019-11-14T14:01:00,true,1,,,,,,80220,BUIGNY-LES-GAMACHES,,,80148,,,,,,,,,,,,,,,,,,,1996-06-30,F,,,,,70.2C,NAF1993,N
005710314,00013,00571031400013,O,1957-01-01,NN,,,,true,3,,,,RUE,D HOCQQUELUS AIGNEVILLE,80210,AIGNEVILLE,,,80008,,,,,,,,,,,,,,,,,,,1999-09-30,F,,,,,70.2C,NAF1993,N
005710348,00011,00571034800011,O,,,,,2019-11-14T14:01:01,true,1,,,,,,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
005710371,00013,00571037100013,O,,,,,,true,1,,23,,RUE,DU PONT DE LA VILLE,80132,CAOURS,,,80171,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,57.01,NAP,N
005710405,00019,00571040500019,O,1957-01-01,NN,,,2007-03-07T11:52:03,true,3,,,,RUE,DE GOVES,80150,GUESCHART,,,80396,,,,,,,,,,,,,,,,,,,2004-12-31,F,,,,,70.2C,NAFRev1,N
005710439,00018,00571043900018,O,,,,,2019-11-14T14:01:00,true,1,,,,RUE,DU BORDELET,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,66.04,NAP,N
005710520,00015,00571052000015,O,,NN,,,2019-11-14T14:01:01,true,1,,,,CITE,LECLERC,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,,F,,,,,86.06,NAP,N
005710538,00017,00571053800017,O,,,,,,true,1,,24,,RUE,BOUCHER DE PERTHES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1997-05-19,F,,,,,52.4C,NAF1993,N
005710595,00017,00571059500017,O,,NN,,,,true,1,,,,RUE,DE TOURS,80210,CHEPY,,,80190,,,,,,,,,,,,,,,,,,,1989-09-30,F,,,,,22.02,NAP,N
005710660,00019,00571066000019,O,,,,,2019-11-14T14:01:00,true,1,,,,RTE,NATIONALE,80220,BOUVAINCOURT-SUR-BRESLE,,,80127,,,,,,,,,,,,,,,,,,,,F,,,,,38.40,NAP,N
005710694,00018,00571069400018,O,,NN,,,2019-11-14T14:01:00,true,1,,4,,RUE,PASTEUR,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,1987-04-16,F,,,,,00.10,NAP,N
005710736,00017,00571073600017,O,,NN,,,,true,1,,185,,CHS,MARCADE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,64.41,NAP,N
