,siren,siret,adresse,postcode,city,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
770,5675400,567540000013,25.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,47.279657,-2.212143,Avenue de la République 44600 Saint-Nazaire,0.5285675591531757,,street,44184_5330,,Avenue de la République,Avenue de la République,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
771,5675459,567545900019,7.0+RUE+NANTAISE,44160,PONTCHATEAU,47.436562,-2.084937,Rue  Nantaise 44160 Pontchâteau,0.5107863636363636,0.3873772248803828,street,44129_0360,,Rue  Nantaise,Rue  Nantaise,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
772,5675483,567548300019,AV+PIERRE LOTI,44500,LA BAULE-ESCOUBLAC,47.282115,-2.403465,Avenue Pierre Loti 44500 La Baule-Escoublac,0.5486014973262031,0.3664280419580419,street,44055_2910,,Avenue Pierre Loti,Avenue Pierre Loti,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
773,5675624,567562400018,RUE+JEAN JAURES,44600,SAINT-NAZAIRE,47.279266,-2.207781,18 Rue Jean Jaurès 44600 Saint-Nazaire,0.6358169491525423,0.5053960839160839,housenumber,44184_3360_00018,18,18 Rue Jean Jaurès,Rue Jean Jaurès,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
774,5675715,567571500014,RTE+DE PLESSE,44460,AVESSAC,47.653225,-1.988335,14 Rue de Plessé 44460 Avessac,0.510373602058319,0.38556561847988075,housenumber,44007_0166_00014,14,14 Rue de Plessé,Rue de Plessé,44460,Avessac,"44, Loire-Atlantique, Pays de la Loire",44007,,,,ok
775,5675822,567582200018,PL+DE LA GARE,44480,DONGES,47.317265,-2.074239,Place de la Gare 44480 Donges,0.44880767676767674,0.4174438961038961,street,44052_0320,,Place de la Gare,Place de la Gare,44480,Donges,"44, Loire-Atlantique, Pays de la Loire",44052,,,,ok
776,5675855,567585500018,5.0+RUE+STE CATHERINE,44160,PONTCHATEAU,47.435905,-2.089923,Rue  Sainte-Catherine 44160 Pontchâteau,0.5011266485753053,0.42838321295143206,street,44129_0560,,Rue  Sainte-Catherine,Rue  Sainte-Catherine,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
777,5675863,567586300012,5.0+RUE+STE CATHERINE,44160,PONTCHATEAU,47.435905,-2.089923,Rue  Sainte-Catherine 44160 Pontchâteau,0.5011266485753053,0.42838321295143206,street,44129_0560,,Rue  Sainte-Catherine,Rue  Sainte-Catherine,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
778,5675871,567587100015,5.0+RUE+STE CATHERINE,44160,PONTCHATEAU,47.435905,-2.089923,Rue  Sainte-Catherine 44160 Pontchâteau,0.5011266485753053,0.42838321295143206,street,44129_0560,,Rue  Sainte-Catherine,Rue  Sainte-Catherine,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
779,5675897,567589700010,5.0+RUE+STE CATHERINE,44160,PONTCHATEAU,47.435905,-2.089923,Rue  Sainte-Catherine 44160 Pontchâteau,0.5011266485753053,0.42838321295143206,street,44129_0560,,Rue  Sainte-Catherine,Rue  Sainte-Catherine,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
780,5675921,567592100026,6.0+RUE+FRANCOIS D ORVAULT,44360,SAINT-ETIENNE-DE-MONTLUC,47.276583,-1.780384,Rue  Francois Dorvault 44360 Saint-Étienne-de-Montluc,0.5994364523281596,0.49835,street,44158_uxo4ri,,Rue  Francois Dorvault,Rue  Francois Dorvault,44360,Saint-Étienne-de-Montluc,"44, Loire-Atlantique, Pays de la Loire",44158,,,,ok
781,5675947,567594700013,RUE+DE TRIGNAC,44600,SAINT-NAZAIRE,47.296514,-2.188582,Rue de Trignac 44600 Saint-Nazaire,0.5874804702194357,0.48934,street,44184_5740,,Rue de Trignac,Rue de Trignac,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
782,5675996,567599600010,94.0+AV+DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,47.274146,-2.212325,Avenue du Général De Gaulle 44600 Saint-Nazaire,0.5506568476977567,,street,44184_2457,,Avenue du Général De Gaulle,Avenue du Général De Gaulle,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
783,5676002,567600200016,LD+TABAGO,44460,SAINT-NICOLAS-DE-REDON,47.645459,-2.068559,Rue de Tabago 44460 Saint-Nicolas-de-Redon,0.5148680748663101,,street,44185_0740,,Rue de Tabago,Rue de Tabago,44460,Saint-Nicolas-de-Redon,"44, Loire-Atlantique, Pays de la Loire",44185,,,,ok
784,5676010,567601000019,AV+DE L HALLALI,44500,LA BAULE-ESCOUBLAC,47.285634,-2.386853,19 Avenue de l'Hallali 44500 La Baule-Escoublac,0.5986353623188405,,housenumber,44055_1610_00019,19,19 Avenue de l'Hallali,Avenue de l'Hallali,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
785,5676093,567609300015,89.0+RUE+JEAN JAURES,44600,SAINT-NAZAIRE,47.279679,-2.211405,Rue Jean Jaurès 44600 Saint-Nazaire,0.5486636363636364,0.4734280519480519,street,44184_3360,,Rue Jean Jaurès,Rue Jean Jaurès,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
786,5676101,567610100016,BD+DE VILLENEUVE,44160,PONTCHATEAU,47.434239,-2.084333,16 Boulevard de Villeneuve 44160 Pontchâteau,0.5360827548209366,,housenumber,44129_0620_00016,16,16 Boulevard de Villeneuve,Boulevard de Villeneuve,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
787,5676119,567611900018,AV+DES IBIS,44500,LA BAULE-ESCOUBLAC,47.284841,-2.396142,18 Avenue des Ibis 44500 La Baule-Escoublac,0.5732752447552447,0.49005119402985065,housenumber,44055_1760_00018,18,18 Avenue des Ibis,Avenue des Ibis,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
788,5676168,567616800015,59.0+RUE+DE FEDRUN,44720,SAINT-JOACHIM,47.373799,-2.211413,Ile de Fédrun 44720 Saint-Joachim,0.46215181818181816,0.3902067178276269,locality,44168_mro30a,,Ile de Fédrun,,44720,Saint-Joachim,"44, Loire-Atlantique, Pays de la Loire",44168,,,,ok
789,5676234,567623400015,AV+HENRI BERTHO RN771,44500,LA BAULE-ESCOUBLAC,47.294976,-2.360585,15 Avenue Henri Bertho 44500 La Baule-Escoublac,0.5567124242424242,,housenumber,44055_24yey7_00015,15,15 Avenue Henri Bertho,Avenue Henri Bertho,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
790,5676259,567625900012,LE GRAVIER,44130,BLAIN,47.468324,-1.770504,le Gravier 44130 Blain,0.46428612648221335,,street,44015_zkxenq,,le Gravier,le Gravier,44130,Blain,"44, Loire-Atlantique, Pays de la Loire",44015,,,,ok
791,5676333,567633300031,BERRIEN,44600,SAINT-NAZAIRE,47.2564,-2.288953,Berrien 44600 Saint-Nazaire,0.5124572014260249,0.4709681818181818,locality,44184_72i6oq,,Berrien,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
792,5676358,567635800012,BOURG,44460,AVESSAC,47.662167,-1.972652,Bouix 44460 Avessac,0.3417363241106719,0.3269840819964349,street,44007_85biep,,Bouix,Bouix,44460,Avessac,"44, Loire-Atlantique, Pays de la Loire",44007,,,,ok
793,5676432,567643200015,31.0+PONT BRIEN,44600,SAINT-NAZAIRE,47.294605,-2.248888,Pont-Brien 44600 Saint-Nazaire,0.4958403852080123,0.47030654002713707,locality,44184_B350,,Pont-Brien,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
794,5676473,567647300019,47.0+B+AV+DU GENERAL DE GAULLE,44380,PORNICHET,47.264949,-2.340435,Avenue du Général De Gaulle 44380 Pornichet,0.5093575757575757,,street,44132_0550,,Avenue du Général De Gaulle,Avenue du Général De Gaulle,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,,ok
795,5680061,568006100016,RUE+HENRI GAUTIER,44600,SAINT-NAZAIRE,47.280661,-2.204487,Rue Henri Gautier 44600 Saint-Nazaire,0.6024463040238449,0.5166297150610584,street,44184_2860,,Rue Henri Gautier,Rue Henri Gautier,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
796,5680087,568008700011,AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,47.282123,-2.392388,11 Avenue du Général De Gaulle 44500 La Baule-Escoublac,0.6404578512396694,,housenumber,44055_1380_00011,11,11 Avenue du Général De Gaulle,Avenue du Général De Gaulle,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
797,5680111,568011100019,AV+DES ORMES,44500,LA BAULE-ESCOUBLAC,47.278074,-2.424161,19 Avenue des Ormes 44500 La Baule-Escoublac,0.5818668870523416,,housenumber,44055_2730_00019,19,19 Avenue des Ormes,Avenue des Ormes,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
798,5680145,568014500017,73.0+RUE+HENRI GAUTIER,44550,MONTOIR-DE-BRETAGNE,47.31028,-2.175165,Rue Henri Gautier 44550 Montoir-de-Bretagne,0.5867384848484848,0.5120795571095571,street,44103_0520,,Rue Henri Gautier,Rue Henri Gautier,44550,Montoir-de-Bretagne,"44, Loire-Atlantique, Pays de la Loire",44103,,,,ok
799,5680152,568015200013,RUE+DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE,47.275758,-2.221809,13 Rue du Commandant Gâté 44600 Saint-Nazaire,0.48595665071770333,0.43250575757575754,housenumber,44184_1230_00013,13,13 Rue du Commandant Gâté,Rue du Commandant Gâté,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
800,5680236,568023600014,10.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,47.279657,-2.212143,Avenue de la République 44600 Saint-Nazaire,0.5285675591531757,,street,44184_5330,,Avenue de la République,Avenue de la République,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
801,5680244,568024400018,2.0+AV+PIERRE LOTI,44500,LA BAULE-ESCOUBLAC,47.282115,-2.403465,Avenue Pierre Loti 44500 La Baule-Escoublac,0.521120808080808,0.35107753880266074,street,44055_2910,,Avenue Pierre Loti,Avenue Pierre Loti,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
802,5680335,568033500014,33.0+RUE+JEAN JAURES,44550,MONTOIR-DE-BRETAGNE,47.327186,-2.15068,Rue Jean Jaurès 44550 Montoir-de-Bretagne,0.5755932467532466,0.4022,street,44103_0580,,Rue Jean Jaurès,Rue Jean Jaurès,44550,Montoir-de-Bretagne,"44, Loire-Atlantique, Pays de la Loire",44103,,,,ok
803,5680376,568037600026,RUE+DE LA LANDE,44350,GUERANDE,47.326355,-2.402868,Rue de la Lande 44350 Guérande,0.5411054882154882,0.36354727272727266,street,44069_1190,,Rue de la Lande,Rue de la Lande,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,,ok
804,5680376,568037600034,AV+LION,83210,SOLLIES-PONT,43.201861,6.050016,Avenue du Lion 83210 Solliès-Pont,0.4321219122257053,0.4134025199362041,street,83130_0325,,Avenue du Lion,Avenue du Lion,83210,Solliès-Pont,"83, Var, Provence-Alpes-Côte d'Azur",83130,,,,ok
805,5680384,568038400012,9.0+PL+D AIGUILLON,44490,LE CROISIC,47.295608,-2.513522,Place d'Aiguillon 44490 Le Croisic,0.4562940548340548,0.44816494949494945,street,44049_0040,,Place d'Aiguillon,Place d'Aiguillon,44490,Le Croisic,"44, Loire-Atlantique, Pays de la Loire",44049,,,,ok
806,5680392,568039200015,RUE+DE TRIGNAC,44600,SAINT-NAZAIRE,47.29092,-2.194734,15 Rue de Trignac 44600 Saint-Nazaire,0.6345024137931033,0.48934,housenumber,44184_5740_00015,15,15 Rue de Trignac,Rue de Trignac,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
807,5680400,568040000024,7.0+AV+VILLES BABIN,44380,PORNICHET,47.257204,-2.3134,La Villès Babin 44380 Pornichet,0.45818490312965715,0.4500662008141112,locality,44132_B287,,La Villès Babin,,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,,ok
808,5680467,568046700023,32.0+RUE+FABERT,75007,PARIS 7,48.860383,2.311293,Rue Fabert 75007 Paris,0.4200958319039451,,street,75107_3477,,Rue Fabert,Rue Fabert,75007,Paris,"75, Paris, Île-de-France",75107,,,Paris 7e Arrondissement,ok
809,5680491,568049100023,10.0+AV+DE PAVIE,44500,LA BAULE-ESCOUBLAC,47.283361,-2.405679,Avenue Pavie 44500 La Baule-Escoublac,0.47751465085638994,0.41806752179327517,street,44055_2870,,Avenue Pavie,Avenue Pavie,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
810,5680509,568050900014,RUE+ALEXANDRE OLIVIER,44220,COUERON,47.212614,-1.726183,14 Rue Alexandre Olivier 44220 Couëron,0.6322651309707241,,housenumber,44047_0020_00014,14,14 Rue Alexandre Olivier,Rue Alexandre Olivier,44220,Couëron,"44, Loire-Atlantique, Pays de la Loire",44047,,,,ok
811,5680541,568054100025,LA LANDE,44350,GUERANDE,47.294157,-2.432727,Rue de la Crique 44350 Guérande,0.35216291536050154,0.35168240469208206,street,44069_0640,,Rue de la Crique,Rue de la Crique,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,,ok
812,5680541,568054100033,9.0+RUE+DU CHENE LASSE,44800,SAINT-HERBLAIN,47.226595,-1.642516,Rue du Chêne Lasse 44800 Saint-Herblain,0.5743801628222522,,street,44162_0635,,Rue du Chêne Lasse,Rue du Chêne Lasse,44800,Saint-Herblain,"44, Loire-Atlantique, Pays de la Loire",44162,,,,ok
813,5680566,568056600014,LD+LA DIGUE,44460,SAINT-NICOLAS-DE-REDON,47.642211,-2.063584,Rue de la Vigne 44460 Saint-Nicolas-de-Redon,0.48317828282828273,0.4712738502673796,street,44185_0790,,Rue de la Vigne,Rue de la Vigne,44460,Saint-Nicolas-de-Redon,"44, Loire-Atlantique, Pays de la Loire",44185,,,,ok
814,5680582,568058200011,14.0+RUE+DES PORTEAUX,44290,GUEMENE-PENFAO,47.630374,-1.833481,Rue des Porteaux 44290 Guémené-Penfao,0.5436432231404957,,street,44067_0320,,Rue des Porteaux,Rue des Porteaux,44290,Guémené-Penfao,"44, Loire-Atlantique, Pays de la Loire",44067,,,,ok
815,5680624,568062400029,49.0+BD+DE LA LIBERATION,44600,SAINT-NAZAIRE,47.282532,-2.207691,Boulevard de la Libération 44600 Saint-Nazaire,0.5074755502392344,0.4948145454545454,street,44184_3800,,Boulevard de la Libération,Boulevard de la Libération,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
816,5680632,568063200022,AV+EMILE OUTTIER,44380,PORNICHET,47.267433,-2.339113,22 Avenue Emile Outtier 44380 Pornichet,0.5495805514157973,0.4670336363636363,housenumber,44132_0415_00022,22,22 Avenue Emile Outtier,Avenue Emile Outtier,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,,ok
817,5710058,571005800016,162.0+CHS+MARCADE,80100,ABBEVILLE,50.111441,1.82887,Chaussée Marcadé 80100 Abbeville,0.4052154545454545,,street,80001_1240,,Chaussée Marcadé,Chaussée Marcadé,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
818,5710066,571006600027,56.0+RUE+JEAN JAURES,80580,PONT-REMY,50.055509,1.906814,Rue Jean Jaurès 80580 Pont-Remy,0.4996818181818181,0.4056297326203208,street,80635_0300,,Rue Jean Jaurès,Rue Jean Jaurès,80580,Pont-Remy,"80, Somme, Hauts-de-France",80635,,,,ok
819,5710082,571008200016,20.0+RUE+PASTEUR,80550,LE CROTOY,50.216994,1.62452,Rue Pasteur 80550 Le Crotoy,0.46970792207792206,0.3926997947214076,street,80228_0800,,Rue Pasteur,Rue Pasteur,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
820,5710256,571025600016,154.0+RTE+DE PARIS,80100,ABBEVILLE,50.094391,1.842615,Route de Paris 80100 Abbeville,0.45225409836065567,0.31255285531370036,street,80001_1470,,Route de Paris,Route de Paris,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
821,5710264,571026400010,RUE+VICTOR HUGO,80210,FEUQUIERES-EN-VIMEU,50.062028,1.596585,10 Rue Victor Hugo 80210 Feuquières-en-Vimeu,0.6504240559440558,,housenumber,80308_0880_00010,10,10 Rue Victor Hugo,Rue Victor Hugo,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
822,5710306,571030600019,,80220,BUIGNY-LES-GAMACHES,50.022764,1.565916,Buigny-lès-Gamaches,0.4674753803339517,0.42406619414483815,municipality,80148,,Buigny-lès-Gamaches,,80220,Buigny-lès-Gamaches,"80, Somme, Hauts-de-France",80148,,,,ok
823,5710314,571031400013,RUE+D HOCQQUELUS AIGNEVILLE,80210,AIGNEVILLE,50.032098,1.617243,Rue d'Hocquélus 80210 Aigneville,0.44537850267379675,,street,80008_0180,,Rue d'Hocquélus,Rue d'Hocquélus,80210,Aigneville,"80, Somme, Hauts-de-France",80008,,,,ok
824,5710348,571034800011,,80510,LONGPRE-LES-CORPS-SAINTS,50.010474,1.994527,Longpré-les-Corps-Saints,0.5165800336700337,0.478609344262295,municipality,80488,,Longpré-les-Corps-Saints,,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
825,5710371,571037100013,23.0+RUE+DU PONT DE LA VILLE,80132,CAOURS,50.131667,1.883658,Rue du Pont de la Ville 80132 Caours,0.5279168531468531,0.3257706017925736,street,80171_0180,,Rue du Pont de la Ville,Rue du Pont de la Ville,80132,Caours,"80, Somme, Hauts-de-France",80171,,,,ok
826,5710405,571040500019,RUE+DE GOVES,80150,GUESCHART,50.245265,2.014748,19 Rue de Goves 80150 Gueschart,0.5632382517482516,,housenumber,80396_0160_00019,19,19 Rue de Goves,Rue de Goves,80150,Gueschart,"80, Somme, Hauts-de-France",80396,,,,ok
827,5710439,571043900018,RUE+DU BORDELET,80150,CRECY-EN-PONTHIEU,50.25774,1.831982,Ruelle du Bois 80150 Crécy-en-Ponthieu,0.4828866485753053,0.4478101298701298,street,80222_0050,,Ruelle du Bois,Ruelle du Bois,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
828,5710520,571052000015,CITE+LECLERC,80510,LONGPRE-LES-CORPS-SAINTS,50.008904,2.004167,15 Cité Leclerc 80510 Longpré-les-Corps-Saints,0.6556007191316147,,housenumber,80488_a010_00015,15,15 Cité Leclerc,Cité Leclerc,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
829,5710538,571053800017,24.0+RUE+BOUCHER DE PERTHES,80100,ABBEVILLE,50.105956,1.835926,Rue Boucher de Perthes 80100 Abbeville,0.5611470963364994,0.49712737373737365,street,80001_0240,,Rue Boucher de Perthes,Rue Boucher de Perthes,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
830,5710595,571059500017,RUE+DE TOURS,80210,CHEPY,50.036631,1.675725,Rue de Chepy 80210 Tours-en-Vimeu,0.4058852472089313,0.33987702479338844,street,80765_0120,,Rue de Chepy,Rue de Chepy,80210,Tours-en-Vimeu,"80, Somme, Hauts-de-France",80765,,,,ok
831,5710660,571066000019,RTE+NATIONALE,80220,BOUVAINCOURT-SUR-BRESLE,50.032605,1.488078,19 Rue des Quatorze 80220 Bouvaincourt-sur-Bresle,0.4388336363636363,0.4270072727272727,housenumber,80127_0325_00019,19,19 Rue des Quatorze,Rue des Quatorze,80220,Bouvaincourt-sur-Bresle,"80, Somme, Hauts-de-France",80127,,,,ok
832,5710694,571069400018,4.0+RUE+PASTEUR,80210,FEUQUIERES-EN-VIMEU,50.056491,1.603686,Rue Pasteur 80210 Feuquières-en-Vimeu,0.552961958041958,,street,80308_0700,,Rue Pasteur,Rue Pasteur,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
833,5710736,571073600017,185.0+CHS+MARCADE,80100,ABBEVILLE,50.111441,1.82887,Chaussée Marcadé 80100 Abbeville,0.4052154545454545,,street,80001_1240,,Chaussée Marcadé,Chaussée Marcadé,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
834,5710744,571074400011,HAM+MONCHAUX,80120,QUEND,50.319481,1.594511,Rue du Bois de Monchaux 80120 Quend,0.33363240469208205,,street,80649_0250,,Rue du Bois de Monchaux,Rue du Bois de Monchaux,80120,Quend,"80, Somme, Hauts-de-France",80649,,,,ok
835,5710793,571079300018,GRANDE RUE,80140,RAMBURES,49.94446,1.704234,Grande Rue 80140 Rambures,0.48208628942486076,0.39546,street,80663_0037,,Grande Rue,Grande Rue,80140,Rambures,"80, Somme, Hauts-de-France",80663,,,,ok
836,5710843,571084300011,2.0+RUE+JULES FERRY,80570,DARGNIES,50.040731,1.525689,Rue Jules Ferry 80570 Dargnies,0.49755727272727274,,street,80235_0360,,Rue Jules Ferry,Rue Jules Ferry,80570,Dargnies,"80, Somme, Hauts-de-France",80235,,,,ok
837,5710967,571096700018,,80690,GORENFLOS,50.095821,2.050255,Gorenflos,0.34627759906759903,0.3050716600790514,municipality,80380,,Gorenflos,,80690,Gorenflos,"80, Somme, Hauts-de-France",80380,,,,ok
838,5711106,571110600012,,80970,SAILLY-FLIBEAUCOURT,50.180859,1.76926,Sailly-Flibeaucourt,0.47177356215213356,0.42431437596301996,municipality,80692,,Sailly-Flibeaucourt,,80970,Sailly-Flibeaucourt,"80, Somme, Hauts-de-France",80692,,,,ok
839,5711155,571115500019,,80770,BEAUCHAMPS,50.015111,1.510207,Beauchamps,0.36713363636363633,0.33870090909090905,municipality,80063,,Beauchamps,,80770,Beauchamps,"80, Somme, Hauts-de-France",80063,,,,ok
840,5711197,571119700011,31.0+AV+ARISTIDE BRIAND,80100,ABBEVILLE,50.109607,1.843365,Avenue Aristide Briand 80100 Abbeville,0.4846738502673796,,street,80001_0080,,Avenue Aristide Briand,Avenue Aristide Briand,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
841,5711221,571122100019,4.0+RUE+DE LA PORTE DU PONT,80550,LE CROTOY,50.215622,1.62516,Rue Porte du Pont 80550 Le Crotoy,0.4828035820895522,0.39357518317503387,street,80228_0880,,Rue Porte du Pont,Rue Porte du Pont,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
842,5711379,571137900015,11.0+RUE+PAUL BOS,80550,LE CROTOY,50.216184,1.625656,Rue Paul Bos 80550 Le Crotoy,0.47325837320574154,0.35983759018759015,street,80228_0810,,Rue Paul Bos,Rue Paul Bos,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
843,5711445,571144500014,8.0+RUE+MARECHAL FOCH,80100,ABBEVILLE,50.104665,1.835485,Rue du Maréchal Foch 80100 Abbeville,0.515040909090909,,street,80001_1260,,Rue du Maréchal Foch,Rue du Maréchal Foch,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
844,5711551,571155100019,93.0+PL+DE L'EGLISE,80210,CHEPY,50.063323,1.646171,Place de l'Église 80210 Chépy,0.41122514637904467,0.271128961038961,street,80190_0300,,Place de l'Église,Place de l'Église,80210,Chépy,"80, Somme, Hauts-de-France",80190,,,,ok
845,5711585,571158500017,PL+MAX LEJEUNE,80100,ABBEVILLE,50.106034,1.833002,17 Place Max Lejeune 80100 Abbeville,0.544067053291536,,housenumber,80001_0970_00017,17,17 Place Max Lejeune,Place Max Lejeune,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
846,5711684,571168400018,RUE+TILLOY,80220,MAISNIERES,50.01248,1.618969,Rue de Tilloy 80220 Maisnières,0.4722413468013467,,street,80500_0280,,Rue de Tilloy,Rue de Tilloy,80220,Maisnières,"80, Somme, Hauts-de-France",80500,,,,ok
847,5711726,571172600017,,80132,CAHON,50.128028,1.735971,Cahon,0.279072987012987,0.25475,municipality,80161,,Cahon,,80132,Cahon,"80, Somme, Hauts-de-France",80161,,,,ok
848,5711742,571174200014,CHS+MARCADE,80100,ABBEVILLE,50.111441,1.82887,Chaussée Marcadé 80100 Abbeville,0.44048191222570526,,street,80001_1240,,Chaussée Marcadé,Chaussée Marcadé,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
849,5711759,571175900018,134.0+RUE+DE MENCHECOURT,80100,ABBEVILLE,50.119287,1.815727,Rue de Menchecourt 80100 Abbeville,0.5329063636363636,0.4541468421052631,street,80001_1310,,Rue de Menchecourt,Rue de Menchecourt,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
850,5711767,571176700011,AV+DE LA PLAGE,80120,FORT-MAHON-PLAGE,50.3397,1.560467,Avenue de la Plage 80120 Fort-Mahon-Plage,0.5341554820936638,0.37644880921895,street,80333_0520,,Avenue de la Plage,Avenue de la Plage,80120,Fort-Mahon-Plage,"80, Somme, Hauts-de-France",80333,,,,ok
851,5711833,571183300011,,80270,WIRY-AU-MONT,49.961243,1.83895,Wiry-au-Mont,0.3843790043290043,0.3399434965034964,municipality,80825,,Wiry-au-Mont,,80270,Wiry-au-Mont,"80, Somme, Hauts-de-France",80825,,,,ok
852,5711874,571187400015,54.0+RUE+DE L ISLE,80100,ABBEVILLE,50.102505,1.830625,Rue de l'Isle 80100 Abbeville,0.4966496551724138,,street,80001_0990,,Rue de l'Isle,Rue de l'Isle,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
853,5711882,571188200018,9.0+RUE+BOUCHER DE PERTHES,80100,ABBEVILLE,50.105956,1.835926,Rue Boucher de Perthes 80100 Abbeville,0.568753691460055,0.5033515877080665,street,80001_0240,,Rue Boucher de Perthes,Rue Boucher de Perthes,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
854,5712062,571206200016,8.0+RUE+DES FUSILLES,80150,CRECY-EN-PONTHIEU,50.251811,1.89143,Avenue des Fusillés 80150 Crécy-en-Ponthieu,0.5248079797979798,,street,80222_0400,,Avenue des Fusillés,Avenue des Fusillés,80150,Crécy-en-Ponthieu,"80, Somme, Hauts-de-France",80222,80222,Crécy-en-Ponthieu,,ok
855,5712211,571221100019,,80120,FORT-MAHON-PLAGE,50.340457,1.565907,Fort-Mahon-Plage,0.4426070355731225,0.41398673400673397,municipality,80333,,Fort-Mahon-Plage,,80120,Fort-Mahon-Plage,"80, Somme, Hauts-de-France",80333,,,,ok
856,5712252,571225200013,16.0+RTE+NATIONALE,80132,LE TITRE,50.188191,1.794924,Route Nationale 80132 Le Titre,0.42938575757575753,,street,80763_0025,,Route Nationale,Route Nationale,80132,Le Titre,"80, Somme, Hauts-de-France",80763,,,,ok
857,5712260,571226000016,29.0+RUE+SAINT DENIS,80490,HALLENCOURT,49.989611,1.877667,Rue Saint Denis 80490 Hallencourt,0.5154527565982404,0.42854038567493113,street,80406_0560,,Rue Saint Denis,Rue Saint Denis,80490,Hallencourt,"80, Somme, Hauts-de-France",80406,80406,Hallencourt,,ok
