restaurant_id,name,cuisine,borough,address,score,lng,lat
30075445,Morris Park Bake Shop,Bakery,Bronx,1007 Morris Park Ave 10462,2.0,-73.856077,40.848447
30112340,Wendy'S,Hamburgers,Brooklyn,469 Flatbush Avenue 11225,8.0,-73.961704,40.662942
30191841,Dj Reynolds Pub And Restaurant,Irish,Manhattan,351 West   57 Street 10019,2.0,-73.98513559999999,40.7676919
40356018,Riviera Caterer,American ,Brooklyn,2780 Stillwell Avenue 11224,5.0,-73.98241999999999,40.579505
40356068,Tov Kosher Kitchen,Jewish/Kosher,Queens,97-22 63 Road 11374,20.0,-73.8601152,40.7311739
40356151,Brunos On The Boulevard,American ,Queens,8825 Astoria Boulevard 11369,38.0,-73.8803827,40.7643124
40356442,Kosher Island,Jewish/Kosher,Staten Island,2206 Victory Boulevard 10314,9.0,-74.1377286,40.6119572
40356483,Wilken'S Fine Food,Delicatessen,Brooklyn,7114 Avenue U 11234,10.0,-73.9068506,40.6199034
40356649,Regina Caterers,American ,Brooklyn,6409 11 Avenue 11219,12.0,-74.00528899999999,40.628886
40356731,Taste The Tropics Ice Cream,"Ice Cream, Gelato, Yogurt, Ices",Brooklyn,1839 Nostrand Avenue 11226,12.0,-73.9482609,40.6408271
40357217,Wild Asia,American ,Bronx,2300 Southern Boulevard 10460,11.0,-73.8786113,40.8502883
40357437,C & C Catering Service,American ,Brooklyn,7715 18 Avenue 11214,5.0,-73.9973325,40.61174889999999
40358429,May May Kitchen,Chinese,Brooklyn,1269 Sutter Avenue 11208,21.0,-73.871194,40.6730975
40359480,1 East 66Th Street Kitchen,American ,Manhattan,1 East   66 Street 10065,3.0,-73.96926909999999,40.7685235
40360045,Seuda Foods,Jewish/Kosher,Brooklyn,705 Kings Highway 11223,11.0,-73.9653967,40.6064339
40360076,Carvel Ice Cream,"Ice Cream, Gelato, Yogurt, Ices",Brooklyn,203 Church Avenue 11218,2.0,-73.97822040000001,40.6435254
40361322,Carvel Ice Cream,"Ice Cream, Gelato, Yogurt, Ices",Queens,265-15 Hillside Avenue 11004,9.0,-73.7032601,40.7386417
40361390,Nordic Delicacies,Delicatessen,Brooklyn,6909 3 Avenue 11209,4.0,-74.0259567,40.6353674
40361521,Glorious Food,American ,Manhattan,522 East   74 Street 10021,12.0,-73.95171,40.767461
40361606,The Movable Feast,American ,Brooklyn,284 Prospect Park West 11215,11.0,-73.9829239,40.6580753
40361618,Sal'S Deli,Delicatessen,Queens,129-08 20 Avenue 11356,12.0,-73.839297,40.78147
40361708,Bully'S Deli,Delicatessen,Manhattan,759 Broadway 10003,12.0,-73.9925306,40.7309346
40361998,Steve Chu'S Deli & Grocery,Delicatessen,Queens,3406 10 Street 11106,3.0,-73.94024739999999,40.7623288
40362098,Harriet'S Kitchen,Chicken,Manhattan,502 Amsterdam Avenue 10024,10.0,-73.976112,40.786714
40362264,P & S Deli Grocery,American ,Manhattan,730 Columbus Avenue 10025,26.0,-73.96805719999999,40.7925587
40362274,Angelika Film Center,American ,Manhattan,18 West Houston Street 10012,9.0,-73.996984,40.72589
40362344,White Castle,Hamburgers,Brooklyn,531 Myrtle Avenue 11205,8.0,-73.9634876,40.6940001
40362432,Ho Mei Restaurant,Chinese,Queens,103-05 37 Avenue 11368,10.0,-73.8642349,40.75356
40362715,The Country Cafe,Turkish,Manhattan,60 Wall Street 10005,9.0,-74.0085357,40.70620539999999
40362869,Shashemene Int'L Restaura,Caribbean,Brooklyn,195 East   56 Street 11203,2.0,-73.9246028,40.6522396
40363021,Downtown Deli,American ,Manhattan,107 Church Street 10007,12.0,-74.00920839999999,40.7132925
40363093,Carvel Ice Cream,"Ice Cream, Gelato, Yogurt, Ices",Bronx,1006 East 233 Street 10466,10.0,-73.84856870000002,40.8903781
40363098,Dunkin' Donuts,Donuts,Brooklyn,56 Court Street 11201,8.0,-73.991495,40.692273
40363117,Mejlander & Mulgannon,American ,Brooklyn,7615 5 Avenue 11209,10.0,-74.0228449,40.6281815
40363151,Olive'S,Bakery,Manhattan,120 Prince Street 10012,11.0,-73.9998042,40.7251256
40363289,Happy Garden,Chinese,Bronx,1236 238 Spofford Ave 10474,8.0,-73.8893654,40.81376179999999
40363298,Cafe Metro,American ,Manhattan,625 8 Avenue 10018,12.0,-73.990494,40.7569545
40363333,Tony'S Deli,Delicatessen,Queens,1069 Wyckoff Avenue 11385,11.0,-73.902463,40.694924
40363426,Lexler Deli,Sandwiches/Salads/Mixed Buffet,Manhattan,405 Lexington Avenue 10174,3.0,-73.97534999999999,40.7516269
40363427,Bagels N Buns,Delicatessen,Staten Island,2491 Victory Boulevard 10314,3.0,-74.1459332,40.6103714
40363565,Hot Bagels,Bagels/Pretzels,Queens,7905 Metropolitan Avenue 11379,10.0,-73.8740217,40.7135015
40363590,Snack Time Grill,American ,Queens,87-69 Lefferts Boulevard 11418,7.0,-73.8309503,40.7001121
40363630,Lorenzo & Maria'S,Continental,Manhattan,1418 Third Avenue 10028,9.0,-73.95685019999999,40.7753401
40363644,Domino'S Pizza,Pizza,Manhattan,464 3 Avenue 10016,3.0,-73.9791458,40.744328
40363685,Berkely,American ,Manhattan,437 Madison Avenue 10022,9.0,-73.975393,40.757365
40363744,Sonny'S Heros,American ,Brooklyn,1031 East   92 Street 11236,0.0,-73.9075537,40.6438684
40363834,Carvel Ice Cream,"Ice Cream, Gelato, Yogurt, Ices",Staten Island,1111 Hylan Boulevard 10305,12.0,-74.0796436,40.59878339999999
40363920,Golden Pavillion,Chinese,Brooklyn,976 Rutland Road 11212,13.0,-73.92701509999999,40.6620192
40363945,Domino'S Pizza,Pizza,Manhattan,148 West   72 Street 10023,13.0,-73.9806854,40.7778589
40364179,Spoon Bread Catering,American ,Manhattan,364 West  110 Street 10025,20.0,-73.96084119999999,40.8014307
40364220,Kosher Bagel Hole,Jewish/Kosher,Brooklyn,1423 Avenue J 11230,10.0,-73.9615132,40.6253268
40364262,Terminal Cafe/Yankee Clipper,American ,Queens,0 Guardia Airport Parking 11371,9.0,-84.2040813,9.9986585
40364286,Plaza Bagels & Deli,Delicatessen,Staten Island,73 New Dorp Plaza 10306,12.0,-74.1178949,40.5734906
40364296,Happy Garden,Chinese,Bronx,277 East Kingsbridge Road 10458,10.0,-73.8941893,40.8634684
40364299,B & M Hot Bagel & Grocery,Delicatessen,Staten Island,203 Giffords Lane 10308,4.0,-74.15235919999999,40.5563756
40364304,Texas Rotisserie,Chicken,Manhattan,94 Fulton Street 10038,12.0,-74.0061936,40.7092038
40364305,Philadelhia Grille Express,Italian,Brooklyn,10004 4 Avenue 11209,12.0,-74.03400479999999,40.6127077
40364335,Peter Luger Steakhouse,Steak,Brooklyn,178 Broadway 11211,12.0,-73.96252129999999,40.7098035
40364347,Metropolitan Club,American ,Manhattan,1 East   60 Street 10022,24.0,-73.97166039999999,40.764832
40364355,Palm Restaurant,American ,Manhattan,837 2 Avenue 10017,19.0,-73.9712,40.751703
40364362,21 Club,American ,Manhattan,21 West   52 Street 10019,12.0,-73.9774394,40.7604522
40364363,Manhem Club,American ,Bronx,658 Clarence Ave 10465,5.0,-73.81363999999999,40.82941100000001
40364373,Isle Of Capri Resturant,Italian,Manhattan,1028 3 Avenue 10065,13.0,-73.966032,40.762832
40364389,Old Town Bar & Restaurant,American ,Manhattan,45 East   18 Street 10003,10.0,-73.9891878,40.7375638
40364404,Polish National Home,Polish,Brooklyn,261 Driggs Avenue 11222,2.0,-73.94839189999999,40.7224876
40364439,Seville Restaurant,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Manhattan,62 Charles Street 10014,11.0,-74.00310999999999,40.7348888
40364443,Criminal Court Bldg Cafeteria,American ,Manhattan,100 Centre Street 10013,8.0,-74.0010484,40.71599000000001
40364449,Gottscheer Hall,German,Queens,657 Fairview Avenue 11385,11.0,-73.9056678,40.7066898
40364467,Nyac Main Dining Room,American ,Manhattan,180 Central Park South 10019,12.0,-73.9788694,40.7665961
40364518,7B Bar,American ,Manhattan,108 Avenue B 10009,17.0,-73.98146,40.7250067
40364529,Ben-Best Deli & Restaurant,Jewish/Kosher,Queens,96-40 Queens Boulevard 11374,11.0,-73.86137149999999,40.7293762
40364531,Cafe Atelier (Art Students League),American ,Manhattan,215 West 57 Street 10019,12.0,-73.9805679,40.7659436
40364572,Donohue'S Steak House,Steak,Manhattan,845 Lexington Avenue 10065,12.0,-73.965531,40.765431
40364576,Tout Va Bien,French,Manhattan,311 West   51 Street 10019,15.0,-73.98621899999999,40.763406
40364581,Junior'S,American ,Brooklyn,386 Flatbush Avenue Extension 11201,11.0,-73.9818918,40.6901211
40364610,Great Kills Yacht Club,American ,Staten Island,37 Mansion Ave 10308,10.0,-74.138263,40.546681
40364668,Marchis Restaurant,Italian,Manhattan,251 East   31 Street 10016,13.0,-73.9775552,40.7432016
40364681,Towne Cafe,American ,Brooklyn,2602 East   15 Street 11235,11.0,-73.95443709999999,40.5877993
40364691,Dining Room,Continental,Manhattan,.1-A East 77 St 10021,13.0,-48.9424,-16.3550032
40364715,Old Homestead,American ,Manhattan,56 9 Avenue 10011,9.0,-74.004758,40.741207
40364744,New Park Pizzeria & Restaurant,Pizza/Italian,Queens,156-71 Crossbay Boulevard 11414,11.0,-73.840437,40.6627235
40364858,Douglaston Club,American ,Queens,600 West Drive 11363,13.0,-73.7522366,40.7766941
40364863,Serendipity 3,American ,Manhattan,225 East   60 Street 10022,10.0,-73.96485799999999,40.761899
40364889,Melody Lanes,American ,Brooklyn,461 37 Street 11232,12.0,-74.002944,40.652779
40364920,Rizzo'S Fine Pizza,Pizza,Queens,30-13 Steinway Street 11103,2.0,-73.9151096,40.763377
40364956,The New Starling Athletic Club Of The Bronx,American ,Bronx,2222 Haviland Avenue 10462,7.0,-73.84971759999999,40.8304811
40364958,White Horse Tavern,American ,Manhattan,567 Hudson Street 10014,2.0,-74.00619499999999,40.735663
40365013,Crystal Room,Italian,Staten Island,67 Olympia Boulevard 10305,13.0,-74.0707363,40.59321569999999
40365022,Labetti'S Post # 2159,American ,Staten Island,390 Hylan Boulevard 10305,9.0,-74.07444319999999,40.6096914
40365043,Shell Lanes,American ,Brooklyn,1 Bouck Court 11223,2.0,-73.9727638,40.588853
40365075,Mcsorley'S Old Ale House,Irish,Manhattan,15 East    7 Street 10003,8.0,-73.9896713,40.7287978
40365098,Forlinis Restaurant,Italian,Manhattan,93 Baxter Street 10013,9.0,-73.99950489999999,40.7169224
40365120,South Shore Swimming Club,American ,Staten Island,6736 Hylan Boulevard 10309,3.0,-74.2274942,40.5071996
40365166,Corner Bistro,American ,Manhattan,331 West    4 Street 10014,12.0,-74.0037823,40.7380122
40365226,Nostrand Donut Shop,Donuts,Brooklyn,1449 Nostrand Avenue 11226,16.0,-73.94933739999999,40.6509823
40365239,Dorrian'S Red Hand Restaurant,Irish,Manhattan,1616 2 Avenue 10028,2.0,-73.952449,40.776325
40365264,La Grenouille,French,Manhattan,3 East   52 Street 10022,10.0,-73.97557069999999,40.7596796
40365280,Como Pizza,Pizza,Manhattan,4035 Broadway 10032,10.0,-73.9395182,40.8422945
40365288,Keats Restaurant,American ,Manhattan,842 2 Avenue 10017,6.0,-73.97063700000001,40.751495
40365293,Angelo Of Mulberry St.,Italian,Manhattan,146 Mulberry Street 10013,11.0,-73.9973041,40.7188698
40365348,Panchito'S,Mexican,Manhattan,103 Macdougal Street 10012,10.0,-74.001043,40.729795
40365355,New Corner,Italian,Brooklyn,7201 8 Avenue 11228,11.0,-74.0166091,40.6284767
40365361,The Princeton Club,American ,Manhattan,15 West   43 Street 10036,7.0,-73.98126069999999,40.7547107
40365387,Arturo'S,Italian,Manhattan,106 West Houston Street 10012,13.0,-74.0003315,40.7274874
40365414,Le Perigord,French,Manhattan,405 East   52 Street 10022,14.0,-73.9646207,40.7550069
40365423,Reynold'S Bar,American ,Manhattan,4241 Broadway 10033,20.0,-73.9365108,40.8497077
40365454,Joe & Pat'S Pizzeria,Pizza/Italian,Staten Island,1758 Victory Boulevard 10314,5.0,-74.1220973,40.6129407
40365472,Spain Restaurant & Bar,Spanish,Manhattan,113 West   13 Street 10011,12.0,-73.9979214,40.7371344
40365473,Palace Cafe,American ,Brooklyn,206 Nassau Avenue 11222,5.0,-73.9446421,40.7253944
40365499,Yankee Tavern,American ,Bronx,72 East  161 Street 10451,9.0,-73.92506,40.8275556
40365525,Donut Pub,Donuts,Manhattan,203 West   14 Street 10011,12.0,-73.99987229999999,40.7386361
40365526,Moran'S Chelsea,Irish,Manhattan,146 10 Avenue 10011,10.0,-74.0056649,40.7452371
40365546,Reben Luncheonette,American ,Brooklyn,229 Havemeyer Street 11211,8.0,-73.9590059,40.7090147
40365577,V & T Restaurant,Italian,Manhattan,1024 Amsterdam Avenue 10025,13.0,-73.96392089999999,40.8033908
40365592,King Yum Restaurant,Chinese,Queens,181-08 Union Turnpike 11366,14.0,-73.7867565,40.7271312
40365627,Jahn'S Restaurant,American ,Queens,8104 37 Avenue 11372,10.0,-73.8850023,40.7494272
40365632,J&V Famous Pizza,Pizza,Brooklyn,6322 18 Avenue 11204,12.0,-73.9896898,40.6199526
40365633,La Parisienne Diner,American ,Manhattan,910 Seventh Avenue 10019,35.0,-73.9799932,40.7660886
40365644,Joe Allen Restaurant,American ,Manhattan,326 West 46 Street 10036,7.0,-73.989131,40.760039
40365692,Joyce'S Tavern,American ,Staten Island,3823 Richmond Avenue 10312,20.0,-74.16536339999999,40.5450793
40365709,Il Vagabondo Restaurant,Italian,Manhattan,351 East   62 Street 10065,24.0,-73.96117869999999,40.7619226
40365726,Barbetta Restaurant,Italian,Manhattan,319321 323 W. 46Th St. 10036,12.0,-73.988948,40.760337
40365784,Gargiulo'S Restaurant,Italian,Brooklyn,2911 West   15 Street 11224,13.0,-73.982241,40.576366
40365789,Patsy'S Italian Restaurant,Italian,Manhattan,236 West   56 Street 10019,10.0,-73.9827418,40.7655827
40365841,Parkside Restaurant,Italian,Queens,10701 Corona Avenue 11368,13.0,-73.856132,40.743841
40365844,Lavelle'S Admiral'S Club,American ,Queens,45-15 Broadway 11103,9.0,-73.91427200000001,40.7569379
40365871,Neary'S Pub,American ,Manhattan,358 East 57 Street 10022,13.0,-73.963506,40.758273
40365882,New York Pizza Suprema,Pizza,Manhattan,413 8 Avenue 10001,11.0,-73.99532099999999,40.750205
40365893,Mcdwyers Pub,Irish,Bronx,331 East  204 Street 10467,10.0,-73.87786539999999,40.8724377
40365904,Mee Sum Coffee Shop,Café/Coffee/Tea,Manhattan,26 Pell Street 10013,10.0,-73.9983,40.715051
40365938,Nancy'S Fire Side,American ,Queens,25541 Jamaica Avenue 11001,4.0,-73.70902579999999,40.7276012
40365942,Hop Kee Restaurant,Chinese,Manhattan,21 Mott Street 10013,27.0,-73.9990337,40.7143954
40365968,Nancy Whiskey Pub,American ,Manhattan,1 Lispenard Street 10013,18.0,-74.0049219,40.720699
40365972,Blarney Bar,American ,Queens,146-09 Jamaica Avenue 11435,10.0,-73.808593,40.702028
40366002,Margherita Pizza,Pizza,Queens,16304 Jamaica Avenue 11432,10.0,-73.78999089999999,40.7118632
40366054,Healy'S Pub,American ,Queens,10807 Rockaway Beach Boulevard 11694,11.0,-73.8299395,40.5812137
40366109,Fifth Avenue Bingo,American ,Brooklyn,416 5 Avenue 11215,22.0,-73.98586209999999,40.67017250000001
40366132,Denino'S Pizzeria Tavern,Pizza/Italian,Staten Island,524 Port Richmond Avenue 10302,12.0,-74.1402105,40.6301893
40366154,Michael'S Restaurant,Italian,Brooklyn,2929 Avenue R 11229,9.0,-73.942849,40.6076256
40366157,Nanni Restaurant,Italian,Manhattan,146 East   46 Street 10017,11.0,-73.9736776,40.7535755
40366162,Lenihan'S Saloon,American ,Queens,119-09 Atlantic Avenue 11418,9.0,-73.82770529999999,40.6944628
40366214,Emilio Iii Bar,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Queens,4218 Junction Boulevard 11368,9.0,-73.8682701,40.745683
40366222,Killarney Rose,Irish,Manhattan,80 Beaver Street 10005,11.0,-74.0086833,40.7052024
40366230,Don Peppe,Italian,Queens,13558 Lefferts Boulevard 11420,10.0,-73.8216767,40.6689548
40366356,Blarney Castle,American ,Queens,202-24 Rockaway Point Boulevard 11697,18.0,-73.9250442,40.5595462
40366361,Three Star Restaurant,American ,Brooklyn,1611 Avenue U 11229,12.0,-73.955074,40.599217
40366379,Blarney Rock,Irish,Manhattan,137 West   33 Street 10001,12.0,-73.98926,40.7509054
40366381,Dangerfield'S Night Club,American ,Manhattan,1118 1 Avenue 10065,4.0,-73.960573,40.760982
40366396,Desmond'S Tavern,American ,Manhattan,433 Park Avenue South 10016,12.0,-73.98306099999999,40.7441419
40366425,Naomi Kosher Pizza,Jewish/Kosher,Queens,6828 Main Street 11367,9.0,-73.8204154,40.7242443
40366471,Roll-N-Roaster,American ,Brooklyn,2901 Emmons Avenue 11235,5.0,-73.9396213,40.5841703
40366473,Tio Pepe,Spanish,Manhattan,168 West    4 Street 10014,15.0,-74.0016583,40.7319679
40366487,Brennan & Carr,American ,Brooklyn,3432 Nostrand Avenue 11229,7.0,-73.9420751,40.6002442
40366497,The Punch Bowl,American ,Bronx,5820 Broadway 10463,5.0,-73.9002615,40.885186
40366543,Jardin De China Rest,Chinese,Queens,37-37 Junction Boulevard 11368,25.0,-73.8700163,40.7504734
40366549,Irish Cottage,Irish,Queens,108-07 72 Avenue 11375,12.0,-73.8236419,40.7261682
40366574,Blarney Stone,Irish,Manhattan,11 Trinity Place 10006,10.0,-74.0137007,40.7062029
40366586,Shimons Kosher Pizza,Jewish/Kosher,Queens,71-24 Main Street 11367,9.0,-73.8221418,40.7272376
40366643,The Riviera Cafe,American ,Manhattan,225 West    4 Street 10014,12.0,-74.0027865,40.7340505
40366652,Fascati'S Pizzeria,Pizza/Italian,Brooklyn,80 Henry Street 11201,12.0,-73.9927131,40.6984887
40366661,Baby Bo'S Burritos,Tex-Mex,Manhattan,627 2 Avenue 10016,12.0,-73.97598099999999,40.745132
40366711,Li Greci'S Staaten Restaurant,American ,Staten Island,697 Forest Avenue 10310,25.0,-74.11223799999999,40.629819
40366716,Shun Lee Palace Restaurant,Chinese,Manhattan,155 East   55 Street 10022,11.0,-73.9690789,40.7594184
40366742,Tamaqua,American ,Brooklyn,84 Ebony Court 11229,7.0,-73.9300062,40.5943553
40366748,Munchtime,American ,Bronx,21 East  170 Street 10452,22.0,-73.9168424,40.8401362
40366812,Cara Mia,Italian,Queens,220-20 Hillside Avenue 11427,13.0,-73.74292179999999,40.7305714
40366833,Ihop,Pancakes/Waffles,Bronx,4340 Boston Road 10475,11.0,-73.8194559,40.8899176
40366857,Maloney'S Bar,American ,Queens,8769 Sutphin Boulevard 11435,11.0,-73.809167,40.705421
40366879,La Fusta Restaurant,Spanish,Queens,80-32 Baxter Avenue 11373,11.0,-73.8845166,40.744772
40366928,Richmond County Country Club,American ,Staten Island,135 Flagg Place 10304,11.0,-74.10465599999999,40.58834
40366929,Little Brown Jug,American ,Queens,12402 Jamaica Avenue 11418,12.0,-73.82629709999999,40.700598
40366938,Lulu'S Coffee Shop,Café/Coffee/Tea,Bronx,1191 Castle Hill Avenue 10462,12.0,-73.8513114,40.8316981
40366961,Mitchell'S Restaurant,Soul Food,Brooklyn,617 Vanderbilt Avenue 11238,9.0,-73.9681178,40.678776
40366987,El Charro Espanol,Spanish,Manhattan,4 Charles Street 10014,12.0,-74.00065800000002,40.735114
40366993,Finnegan'S Wake,American ,Manhattan,1361 First Avenue 10021,9.0,-73.9556394,40.768679
40367005,Da Vinci Pizza,Pizza/Italian,Brooklyn,6514 18 Avenue 11204,12.0,-73.9907801,40.6188665
40367038,Mexico Lindo Restaurant,Mexican,Manhattan,459 2 Avenue 10010,5.0,-73.979839,40.739796
40367161,Marina Delray,American ,Bronx,2894 Schurz Ave 10465,18.0,-73.815175,40.8137649
40367164,New Floridian Diner,American ,Brooklyn,2301 Flatbush Avenue 11234,10.0,-73.9270926,40.6142428
40367179,Twins Pub,Irish,Manhattan,421 9 Avenue 10001,10.0,-73.99682299999999,40.753182
40367183,Narrows Coffee Shop,American ,Brooklyn,10001 4 Avenue 11209,7.0,-74.03345,40.612598
40367189,Broome Street Bar,American ,Manhattan,363 West Broadway 10013,13.0,-74.0029643,40.7231081
40367232,O'Hanlon'S Pub,Irish,Queens,22-57 31 Street 11105,8.0,-73.9121201,40.7749286
40367240,Charlies Sports Bar,American ,Queens,4408 60Th St. - Store 11377,4.0,-73.90364869999999,40.74133339999999
40367241,Jg Melon Restaurant,American ,Manhattan,1291 3 Avenue 10021,12.0,-73.9593019,40.77105400000001
40367278,Jack'S Pizza & Pasta,Pizza/Italian,Queens,21249 26 Avenue 11360,13.0,-73.7775242,40.778475
40367329,Emerald Pub,American ,Manhattan,308 Spring Street 10013,5.0,-74.0084936,40.7258072
40367338,Tap Room,American ,Manhattan,180 Central Park South 10019,2.0,-73.9788694,40.7665961
40367339,Cocktail Room (Nyac),American ,Manhattan,180 Central Park South 10019,10.0,-73.9788694,40.7665961
40367365,Flame Restaurant Coffee House,American ,Manhattan,893 9 Avenue 10019,3.0,-73.98557920000002,40.7686093
40367373,Jackson Hole,American ,Manhattan,232 East   64 Street 10065,2.0,-73.9629729,40.7638694
40367377,Zum Stammtisch,German,Queens,6946 Myrtle Avenue 11385,11.0,-73.8811834,40.7017759
40367407,John'S Restaurant,Italian,Manhattan,302 East 12 Street 10003,3.0,-73.985535,40.730605
40367420,Grassroot Tavern,American ,Manhattan,20 St Marks Place 10003,13.0,-73.988991,40.728848
40367442,Buddy'S Wonder Bar,American ,Staten Island,17 Harrison Avenue 10302,15.0,-74.1350211,40.6369042
40367481,The Assembly Bar,American ,Queens,7302 Cooper Avenue 11385,4.0,-73.876876,40.703885
40367534,Mr Broadway Kosher Restaurant,Jewish/Kosher,Manhattan,1372 Broadway 10018,12.0,-73.9870818,40.7523004
40367540,Piccola Venezia,Italian,Queens,42-01 28 Avenue 11103,26.0,-73.911784,40.764766
40367544,Malaga Restaurant,Spanish,Manhattan,406 East 73 Street 10021,6.0,-73.9550129,40.768019
40367570,Ni-Ni'S Cafe,Italian,Staten Island,710 New Dorp Lane 10306,11.0,-74.1003379,40.5655379
40367677,Capitol Restaurant,American ,Manhattan,4933 Broadway 10034,13.0,-73.9215284,40.8678204
40367715,La Bonne Soupe Bistro,French,Manhattan,48 West   55 Street 10019,9.0,-73.977035,40.762307
40367728,Mimis Restaurant & Bar,Italian,Manhattan,984 Second Avenue 10022,13.0,-73.9672945,40.7561212
40367749,Lenny'S Clam Bar,Seafood,Queens,16103 Crossbay Boulevard 11414,16.0,-73.83856999999999,40.655669
40367752,Griffis Faculty Club,American ,Manhattan,521 East   68 Street 10065,12.0,-73.9542568,40.7641379
40367766,Gray'S Papaya,Hotdogs,Manhattan,2080 Broadway 10023,7.0,-73.98185529999999,40.7782266
40367789,Dani Pizza And Restaurant,Pizza,Queens,81-28 Lefferts Boulevard 11415,11.0,-73.8305269,40.7089494
40367790,Mcdonald'S,Hamburgers,Brooklyn,943 Flatbush Avenue 11226,11.0,-73.95802549999999,40.6487475
40367795,El Greco Diner,Greek,Brooklyn,1821 Emmons Avenue 11235,9.0,-73.95006049999999,40.5838274
40367797,One If By Land Two If By Sea,Seafood,Manhattan,17 Barrow Street 10014,23.0,-74.00259299999999,40.7324849
40367829,Mcdonald'S,Hamburgers,Queens,75-50 101 Avenue 11416,2.0,-73.8618426,40.6797488
40367841,Fiorellos,Italian,Manhattan,1900 Broadway 10023,6.0,-73.9819129,40.77151449999999
40367860,Lb Spumoni Gardens,Pizza/Italian,Brooklyn,2725 86 Street 11223,7.0,-73.9812843,40.5947365
40367870,Amore Pizzeria & Restaurant,Pizza/Italian,Queens,30-27 Stratton Street 11354,11.0,-73.8344778,40.7692995
40367946,The Lark'S Nest,Not Listed/Not Applicable,Bronx,4280 Katonah Ave 10470,5.0,-73.86697,40.89794699999999
40368018,Terrace Cafe,Café/Coffee/Tea,Bronx,2300 Southern Boulevard 10460,8.0,-73.8786113,40.8502883
40368021,African Terrace,African,Bronx,2300 Southern Boulevard 10460,8.0,-73.8786113,40.8502883
40368022,Cool Zone,American ,Bronx,2300 Southern Boulevard 10460,2.0,-73.8786113,40.8502883
40368025,Beaver Pond,American ,Bronx,2300 Southern Boulevard 10460,11.0,-73.8786113,40.8502883
40368026,African Market (Baboon Cafe),American ,Bronx,2300 Southern Boulevard 10460,5.0,-73.8786113,40.8502883
40368034,Roadhouse Restaurant,Italian,Staten Island,1402 Clove Road 10301,10.0,-74.1005771,40.6134163
40368065,Ford Foundation Cafeteria,American ,Manhattan,320 East 43 Street 10017,9.0,-73.971128,40.749869
40368157,Elephant & Castle,American ,Manhattan,68 Greenwich Avenue 10011,9.0,-74.00066699999999,40.736224
40368207,Mill Basin Kosher Deli,Jewish/Kosher,Brooklyn,5823 Avenue T 11234,11.0,-73.9181846,40.6157107
40368223,Oyster Bar,Seafood,Manhattan,nan Grand Central Terminal 10017,13.0,-73.97705599999999,40.752998
40368271,Cherry Tavern,American ,Manhattan,441 East    6 Street 10009,13.0,-73.98431219999999,40.7258174
40368291,Colonnade Diner,American ,Staten Island,2001 Hylan Boulevard 10306,12.0,-74.099018,40.58116500000001
40368313,Red Flame Diner,American ,Manhattan,67 West   44 Street 10036,10.0,-73.9827221,40.7561037
40368318,Maggies Place,American ,Manhattan,21 East   47 Street 10017,8.0,-73.977114,40.756295
40368338,Brady'S Bar,American ,Manhattan,1583 2 Avenue 10028,11.0,-73.9537859,40.775493
40368346,Da Silvano Restaurant,Italian,Manhattan,260 6 Avenue 10014,13.0,-74.0062401,40.7397546
40368370,Benjamin,American ,Manhattan,603 2 Avenue 10016,12.0,-73.9765607,40.7443236
40368374,Jimmy'S Corner,American ,Manhattan,140 West   44 Street 10036,27.0,-73.984838,40.756594
40368526,Frost Restaurant,Italian,Brooklyn,193 Frost Street 11211,10.0,-73.94347599999999,40.718386
40368552,Sammy'S Steakhouse,Steak,Manhattan,155157 Christie St. 10002,12.0,153.1628795,-28.0168595
40368555,Il Cortile Restaurant,Italian,Manhattan,123 Mulberry Street 10013,9.0,-73.998254,40.7179289
40368577,Denny'S Pub,American ,Brooklyn,106 Beverly Road 11218,12.0,-73.9789394,40.6429349
40368581,Maries Crisis Cafe,American ,Manhattan,59 Grove Street 10014,13.0,-74.00340299999999,40.733235
40368617,Boots & Saddle Bar,American ,Manhattan,76 Christopher Street 10014,2.0,-74.00341019999999,40.7335084
40368632,New Parkway Restaurant,American ,Brooklyn,7504 13 Avenue 11228,7.0,-74.0078144,40.6202393
40368725,Cafe Riazor,Spanish,Manhattan,245 West   16 Street 10011,12.0,-74.000399,40.740848
40368752,Raouls,French,Manhattan,180 Prince Street 10012,6.0,-74.002139,40.7261357
40368763,The Brook,American ,Manhattan,111 East   54 Street 10022,2.0,-73.9714599,40.759647
40368801,Marbella Restaurant,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Queens,22033 Northern Boulevard 11361,12.0,-73.76078199999999,40.761876
40368809,P.J.' S,American ,Queens,18925 Union Turnpike 11366,7.0,-73.7796156,40.7298006
40368897,Hatsuhana Restaurant,Japanese,Manhattan,17 East   48 Street 10017,12.0,-73.97691499999999,40.757028
40368971,La Mangeoire,French,Manhattan,1008 2 Avenue 10022,11.0,-73.9668354,40.7568328
40369012,Valentino'S Pizza,Pizza/Italian,Queens,7147 Kissena Boulevard 11367,7.0,-73.814835,40.7288261
40369016,Viand Coffee Shop,Greek,Manhattan,673 Madison Avenue 10065,7.0,-73.970169,40.764834
40369017,Palm Too,American ,Manhattan,840 2 Avenue 10017,11.0,-73.970668,40.751453
